"","ForeName","Middle1","Middle2","LastName","Order","Title","PMID","DOI","Journal","Address"
"700","En-Duo","","","Wang",10,"A dual role of human tRNA methyltransferase hTrmt13 in regulating translation and transcription.","34850409","10.15252/embj.2021108544","The EMBO journal","School of Life Science and Technology, ShanghaiTech University, Shanghai, China"
"701","Enea","","","Maffei",1,"Messages from the dead protect bacteria from viral attack.","34957575","10.15252/embj.2021110382","The EMBO journal","Biozentrum, University of Basel, Basel, Switzerland"
"702","Enrico","","","Glaab",10,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.","34939300","10.15252/msb.202110851","Molecular systems biology",""
"703","Erez","","","Yirmiya",7,"Cyclic CMP and cyclic UMP mediate bacterial immunity against phages.","34644530","10.1016/j.cell.2021.09.031","Cell","Department of Molecular Genetics, Weizmann Institute of Science, Rehovot 7610001, Israel"
"704","Eric","","","Anthony",2,"New guidelines for embryo and stem cell research.","34686868","10.1038/s41580-021-00429-8","Nature reviews. Molecular cell biology","International Society for Stem Cell Research, Skokie, IL, USA"
"705","Eric","A","","Collisson",32,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056","10.1016/j.cell.2021.12.004","Cell","UCSF Immunoprofiler Initiative, University of California, San Francisco, San Francisco, CA 94143, USA"
"706","Eric","","","Fagerberg",3,"Neoantigen-driven B cell and CD4 T follicular helper cell collaboration promotes anti-tumor CD8 T cell responses.","34852236","10.1016/j.cell.2021.11.007","Cell","Department of Immunobiology, Yale University School of Medicine, New Haven, CT 06520, USA"
"707","Eric","J","C","Gálvez",2,"A versatile genetic toolbox for Prevotella copri enables studying polysaccharide utilization systems.","34676563","10.15252/embj.2021108287","The EMBO journal","Department of Microbial Immune Regulation, Helmholtz Centre for Infection Research, Braunschweig, Germany"
"708","Eric","","","Istasse",23,"Fundamental Biological Features of Spaceflight: Advancing the Field to Enable Deep-Space Exploration.","34822785","10.1016/j.cell.2021.11.008","Cell",""
"709","Eric","","","Perkey",5,"Acetylcholine-synthesizing macrophages in subcutaneous fat are regulated by β2 -adrenergic signaling.","34459015","10.15252/embj.2020106061","The EMBO journal","Life Sciences Institute, University of Michigan, Ann Arbor, MI, USA"
"710","Eric","D","","Siggia",2,"Mechanical regulation of early vertebrate embryogenesis.","34754086","10.1038/s41580-021-00424-z","Nature reviews. Molecular cell biology","Center for Studies in Physics and Biology, The Rockefeller University, New York, NY, USA"
"711","Eric","J","","Snijder",3,"Structures and functions of coronavirus replication-transcription complexes and their relevance for SARS-CoV-2 drug design.","34824452","10.1038/s41580-021-00432-z","Nature reviews. Molecular cell biology","Department of Medical Microbiology, Leiden University Medical Center, Leiden, Netherlands. e.j.snijder@lumc"
"712","Eric","","","Theveneau",40,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Centre de Biologie du Développement (CBD), Centre de Biologie Intégrative (CBI), Université de Toulouse, CNRS, UPS, Toulouse, France"
"713","Erica","L","","Huey",3,"Mechanoreceptor synapses in the brainstem shape the central representation of touch.","34637701","10.1016/j.cell.2021.09.023","Cell","Department of Neurobiology, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA"
"714","Erik","W","","Thompson",42,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","School of Biomedical Sciences and Institute of Health and Biomedical Innovation, Queensland University of Technology, Translational Research Institute, Woolloongabba, QLD, Australia"
"715","Erin","S","","Gloag",3,"Z-form extracellular DNA is a structural component of the bacterial biofilm matrix.","34735796","10.1016/j.cell.2021.10.010","Cell","Department of Orthopedics, Ohio State University, Columbus, OH 43210, USA"
"716","Erin","D","","Lucas",6,"MARCO+ lymphatic endothelial cells sequester arthritogenic alphaviruses to limit viremia and viral dissemination.","34618370","10.15252/embj.2021108966","The EMBO journal","Department of Immunology and Microbiology, University of Colorado School of Medicine, Aurora, CO, USA"
"717","Ertao","","","Wang",12,"A phosphate starvation response-centered network regulates mycorrhizal symbiosis.","34644527","10.1016/j.cell.2021.09.030","Cell","National Key Laboratory of Plant Molecular Genetics, CAS Center for Excellence in Molecular Plant Sciences, Institute of Plant Physiology and Ecology, SIBS, Chinese Academy of Sciences, Shanghai 200032, China. Electronic address: etwang@cemps.ac"
"718","Esohe","G","","Irabor",7,"Unrealized potential from smaller institutions: Four strategies for advancing STEM diversity.","34822781","10.1016/j.cell.2021.10.030","Cell","Biology Department, Howard University, Washington, D.C. 20059, USA"
"719","Esra","","","Yıldız-Bölükbaşı",3,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718","10.15252/embj.2020105531","The EMBO journal","Department of Molecular Biology and Genetics, Boğaziçi University, Istanbul, Turkey"
"720","Estere","","","Seinkmane",2,"CRYPTOCHROMES promote daily protein homeostasis.","34842284","10.15252/embj.2021108883","The EMBO journal","MRC Laboratory of Molecular Biology, Cambridge, UK"
"721","Esther","","","Stroo",12,"The cellular modifier MOAG-4/SERF drives amyloid formation through charge complementation.","34617299","10.15252/embj.2020107568","The EMBO journal","European Research Institute for the Biology of Ageing, University of Groningen, University Medical Centre Groningen, Groningen, The Netherlands"
"722","Eugene","W","","Myers",14,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226","10.1016/j.cell.2021.11.024","Cell","Max Planck Institute of Molecular Cell Biology and Genetics, 01307 Dresden, Germany"
"723","Eugenia","F","","Romantseva",6,"The genotype-phenotype landscape of an allosteric protein.","34913592","10.15252/msb.202110847","Molecular systems biology",""
"724","Eugenio","","","Frixione",1,"The multi-structural protein revolution - why so late?","34811533","10.1038/s41580-021-00435-w","Nature reviews. Molecular cell biology","Center for Research and Advanced Studies (Cinvestav), Mexico City, Mexico. frixione@cinvestav"
"725","Eun","Sung","","Yang",32,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774","10.1016/j.cell.2021.12.002","Cell","Vaccine Research Center, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD 20892, USA"
"726","Éva","","","Almási",4,"A versatile genetic toolbox for Prevotella copri enables studying polysaccharide utilization systems.","34676563","10.15252/embj.2021108287","The EMBO journal","Department of Microbial Immune Regulation, Helmholtz Centre for Infection Research, Braunschweig, Germany"
"727","Eva-Magdalena","","","Schorr",8,"A versatile genetic toolbox for Prevotella copri enables studying polysaccharide utilization systems.","34676563","10.15252/embj.2021108287","The EMBO journal","Department of Microbial Immune Regulation, Helmholtz Centre for Infection Research, Braunschweig, Germany"
"728","Ewa","T","","Sicinska",32,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551","10.1016/j.cell.2021.11.017","Cell","Harvard Medical School, Boston, MA 02115, USA"
"729","Ewa","","","Smula",74,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.","34939300","10.15252/msb.202110851","Molecular systems biology",""
"730","Ewelina","","","Zasadzińska",6,"UBR7 acts as a histone chaperone for post-nucleosomal histone H3.","34786730","10.15252/embj.2021108307","The EMBO journal","Drug Substance Technologies, Process Development, Amgen Inc., Thousand Oaks, CA, USA"
"731","Eytan","","","Ruppin",10,"Genome-scale metabolic modeling reveals SARS-CoV-2-induced metabolic changes and antiviral targets.","34709707","10.15252/msb.202110260","Molecular systems biology","Cancer Data Science Laboratory (CDSL), National Cancer Institute (NCI), National Institutes of Health (NIH), Bethesda, MD, USA"
"732","Eytan","","","Zlotorynski",1,"Longevity lost in translation.","34545217","10.1038/s41580-021-00422-1","Nature reviews. Molecular cell biology","Nature Reviews Molecular Cell Biology, . nrm@nature"
"733","Eytan","","","Zlotorynski",1,"MYC in TOP shape.","34912109","10.1038/s41580-021-00444-9","Nature reviews. Molecular cell biology","Nature Reviews Molecular Cell Biology, . nrm@nature"
"734","Fabao","","","Liu",1,"PKM2-TMEM33 axis regulates lipid homeostasis in cancer cells by controlling SCAP stability.","34487377","10.15252/embj.2021108065","The EMBO journal","McArdle Laboratory for Cancer Research, University of Wisconsin-Madison, Madison, WI, USA"
"735","Fabian","","","Pott",23,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","34914922","10.1016/j.cell.2021.11.033","Cell","Berlin Institute of Health (BIH), Berlin, Germany"
"736","Fabian","J","","Theis",57,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","34914922","10.1016/j.cell.2021.11.033","Cell","Institute of Computational Biology, Helmholtz Zentrum München, German Research Center for Environmental Health, Neuherberg, Germany"
"737","Fabiana","","","Zollo",12,"Infodemics: A new challenge for public health.","34890548","10.1016/j.cell.2021.10.031","Cell","Department of Environmental Sciences, Informatics and Statistics, Ca' Foscari University of Venice, 30172 Venice, Italy"
"738","Fahed","","","Hakim",15,"Insular cortex neurons encode and retrieve specific immune responses.","34752731","10.1016/j.cell.2021.10.013","Cell","Pediatric Pulmonary Unit, Rambam Health Care Campus, Haifa, Israel"
"739","Fahed","","","Hakim",15,"Insular cortex neurons encode and retrieve specific immune responses.","34890554","10.1016/j.cell.2021.11.021","Cell",""
"740","Faiyaz","","","Notta",13,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","10.1016/j.cell.2021.09.022","Cell","Princess Margaret Cancer Centre, University Health Network, Toronto, ON M5G 1L7, Canada"
"741","Falk","","","Schreiber",23,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.","34939300","10.15252/msb.202110851","Molecular systems biology",""
"742","Fan","","","Bai",70,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.","34767776","10.1016/j.cell.2021.10.023","Cell",""
"743","Fan","","","Chen",10,"A phosphate starvation response-centered network regulates mycorrhizal symbiosis.","34644527","10.1016/j.cell.2021.09.030","Cell","Institute of Genetics and Developmental Biology, Innovation Academy for Seed Design, Chinese Academy of Sciences, Beijing 100101, China"
"744","Fan","","","Zhang",10,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.","34767776","10.1016/j.cell.2021.10.023","Cell",""
"745","Fangjin","","","Chen",17,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.","34767776","10.1016/j.cell.2021.10.023","Cell",""
"746","Fangxu","","","Han",8,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378","10.1016/j.cell.2021.12.006","Cell","Beijing Advanced Innovation Center for Tree Breeding by Molecular Design, National Engineering Laboratory for Tree Breeding, Key Laboratory of Genetics and Breeding in Forest Trees and Ornamental Plants, Ministry of Education, The Tree and Ornamental Plant Breeding and Biotechnology Laboratory of National Forestry and Grassland Administration, College of Biological Sciences and Technology, Beijing Forestry University, Beijing 100083, P.R. China"
"747","Fanny","","","Matheis",3,"Enteric pathogens induce tissue tolerance and prevent neuronal loss from subsequent infections.","34717799","10.1016/j.cell.2021.10.004","Cell","Laboratory of Mucosal Immunology, The Rockefeller University, New York, NY, USA"
"748","Farida","","","Laboune",27,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774","10.1016/j.cell.2021.12.002","Cell","Vaccine Research Center, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD 20892, USA"
"749","Fatima","","","Cavaleri",8,"RIF1 and KAP1 differentially regulate the choice of inactive versus active X chromosomes.","34786738","10.15252/embj.2020105862","The EMBO journal","Epigenetics &amp"
"750","Fatma","","","Shahout",3,"Probing the free-state solution behavior of drugs and their tendencies to self-aggregate into nano-entities.","34707256","10.1038/s41596-021-00612-3","Nature protocols","Université du Québec, INRS-Centre Armand-Frappier Santé Biotechnologie, Laval, Quebec, Canada"
"751","Federica","","","Natali",5,"Epistasis, aneuploidy, and functional mutations underlie evolution of resistance to induced microtubule depolymerization.","34605051","10.15252/embj.2021108225","The EMBO journal","Institute of Medical Biology (IMB), Agency for Science, Technology and Research (A*STAR), Singapore, Singapore"
"752","Fei","","","Tang",9,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.","34767776","10.1016/j.cell.2021.10.023","Cell",""
"753","Felipe","","","Bodaleo",11,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718","10.15252/embj.2020105531","The EMBO journal","FONDAP Center for Geroscience, Brain Health and Metabolism, Santiago, Chile"
"754","Felipe","","","Cabral-Miranda",17,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718","10.15252/embj.2020105531","The EMBO journal","Biomedical Neuroscience Institute, Faculty of Medicine, University of Chile, Santiago, Chile"
"755","Felipe","A","","Court",6,"BAX inhibitor-1 regulates autophagy by controlling the IRE1α branch of the unfolded protein response.","34726286","10.15252/embj.2021109149","The EMBO journal",""
"756","Felix","","","Boos",3,"Widespread use of unconventional targeting signals in mitochondrial ribosome proteins.","34786732","10.15252/embj.2021109519","The EMBO journal","Division of Cell Biology, University of Kaiserslautern, Kaiserslautern, Germany"
"757","Felix","","","Jonas",3,"A regulatory phosphorylation site on Mec1 controls chromatin occupancy of RNA polymerases during replication stress.","34569643","10.15252/embj.2021108439","The EMBO journal","Departments of Molecular Genetics and Physics of Complex Systems, Weizmann Institute of Science, Rehovot, Israel"
"758","Felix","","","Machleidt",40,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","34914922","10.1016/j.cell.2021.11.033","Cell","Charité - Universitätsmedizin Berlin, Department of Infectious Diseases and Respiratory Medicine, Charité, Universitätsmedizin Berlin, Berlin, Germany"
"759","Felix","A","","Rey",17,"The epitope arrangement on flavivirus particles contributes to Mab C10's extraordinary neutralization breadth across Zika and dengue viruses.","34852239","10.1016/j.cell.2021.11.010","Cell","Institut Pasteur, Université de Paris, CNRS UMR3569, Unité de Virologie Structurale, 75015 Paris, France. Electronic address: felix.rey@pasteur"
"760","Feng","","","Wang",42,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.","34767776","10.1016/j.cell.2021.10.023","Cell",""
"761","Feng","","","Zhu",13,"Optimization of metabolomic data processing using NOREVA.","34952956","10.1038/s41596-021-00636-9","Nature protocols","College of Pharmaceutical Sciences, Zhejiang University, Hangzhou, China. zhufeng@zju.edu"
"762","Fengfei","","","Ma",4,"PKM2-TMEM33 axis regulates lipid homeostasis in cancer cells by controlling SCAP stability.","34487377","10.15252/embj.2021108065","The EMBO journal","School of Pharmacy, University of Wisconsin-Madison, Madison, WI, USA"
"763","Fernanda","","","Lisbona",3,"BAX inhibitor-1 regulates autophagy by controlling the IRE1α branch of the unfolded protein response.","34726286","10.15252/embj.2021109149","The EMBO journal",""
"764","Feroza","","","Khan",17,"Autism-related dietary preferences mediate autism-gut microbiome associations.","34767757","10.1016/j.cell.2021.10.015","Cell","School of Psychiatry, Faculty of Medicine, University of New South Wales, Sydney, New South Wales 2052, Australia"
"765","Filipa","","","Mota",1,"Kit-based synthesis of 2-deoxy-2-[18F]-fluoro-D-sorbitol for bacterial imaging.","34686858","10.1038/s41596-021-00613-2","Nature protocols","Center for Infection and Inflammation Imaging Research, Johns Hopkins University School of Medicine, Baltimore, MD, USA"
"766","Fiona","H","","Marshall",3,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.","34822784","10.1016/j.cell.2021.11.001","Cell","Sosei-Heptares, Steinmetz Building, Granta Park, Cambridge, CB21 6DG, UK"
"767","Florence","","","Guivel-Benhassine",13,"SARS-CoV-2 Alpha, Beta, and Delta variants display enhanced Spike-mediated syncytia formation.","34601723","10.15252/embj.2021108944","The EMBO journal","Virus &amp"
"768","Florent","","","Ginhoux",9,"Reply to Over-celling fetal microbial exposure.","34822780","10.1016/j.cell.2021.10.028","Cell","Singapore Immunology Network (SIgN), A(∗)STAR, 8A Biomedical Grove, Immunos Building, Level 4, Singapore 138648, Singapore"
"769","Florentine","U","N","Rutaganira",2,"Using virtual interviewing to create a more accessible hybrid academic job market.","34942095","10.1016/j.cell.2021.11.027","Cell","Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA, USA"
"770","Florian","","","Erhard",21,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","34914922","10.1016/j.cell.2021.11.033","Cell","Institute for Virology and Immunobiology, Julius-Maximilians-University Würzburg, Würzburg, Germany"
"771","Florian","","","Geiger",1,"Liquid-liquid phase separation underpins the formation of replication factories in rotaviruses.","34524703","10.15252/embj.2021107711","The EMBO journal","Department of Chemistry, Ludwig-Maximilians-Universität München, Munich, Germany"
"772","Florian","","","Kurth",49,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","34914922","10.1016/j.cell.2021.11.033","Cell","Charité - Universitätsmedizin Berlin, Department of Infectious Diseases and Respiratory Medicine, Charité, Universitätsmedizin Berlin, Berlin, Germany"
"773","Florian","","","Weiland",3,"CDKL5 kinase controls transcription-coupled responses to DNA damage.","34605059","10.15252/embj.2021108271","The EMBO journal","MRC Protein Phosphorylation and Ubiquitylation Unit, School of Life Sciences, University of Dundee, Dundee, UK"
"774","Foram","","","Vyas",4,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","10.1016/j.cell.2021.09.022","Cell","Princess Margaret Cancer Centre, University Health Network, Toronto, ON M5G 1L7, Canada"
"775","Fran","","","Robson",4,"MtNPF6.5 mediates chloride uptake and nitrate preference in Medicago roots.","34523752","10.15252/embj.2020106847","The EMBO journal","John Innes Centre, Norwich Research Park, Norwich, UK"
"776","Frances","S","","Li",5,"MARCO+ lymphatic endothelial cells sequester arthritogenic alphaviruses to limit viremia and viral dissemination.","34618370","10.15252/embj.2021108966","The EMBO journal","Department of Immunology and Microbiology, University of Colorado School of Medicine, Aurora, CO, USA"
"777","Francesca","","","Macaluso",6,"Epistasis, aneuploidy, and functional mutations underlie evolution of resistance to induced microtubule depolymerization.","34605051","10.15252/embj.2021108225","The EMBO journal","IFOM, The Firc Institute of Molecular Oncology, Milano, Italy"
"778","Francesca","","","Perini",31,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.","34822784","10.1016/j.cell.2021.11.001","Cell","Centre for Cognitive Neuroscience - Duke-NUS Medical School, 8 College Road, 169857, Singapore"
"779","Francesca","","","Sacco",94,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.","34939300","10.15252/msb.202110851","Molecular systems biology",""
"780","Francesco","A","","Aprile",3,"The cellular modifier MOAG-4/SERF drives amyloid formation through charge complementation.","34617299","10.15252/embj.2020107568","The EMBO journal","Department of Chemistry, Centre for Misfolding Diseases, University of Cambridge, Cambridge, UK"
"781","Francesco","","","Ibba",3,"Multigram synthesis of N-alkyl bis-ureas for asymmetric hydrogen bonding phase-transfer catalysis.","34759385","10.1038/s41596-021-00625-y","Nature protocols","Chemistry Research Laboratory, University of Oxford, Oxford, UK"
"782","Francesco","","","Messina",34,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.","34939300","10.15252/msb.202110851","Molecular systems biology",""
"783","Franck","","","Augé",121,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.","34939300","10.15252/msb.202110851","Molecular systems biology",""
"784","Francois","","","Dossin",13,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34813726","10.1016/j.cell.2021.10.022","Cell","European Molecular Biology Laboratory, Director's Unit, Heidelberg 69117, Germany"
"785","Francois","","","Dossin",13,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34890555","10.1016/j.cell.2021.11.028","Cell",""
"786","François","","","Marchildon",5,"Enteric pathogens induce tissue tolerance and prevent neuronal loss from subsequent infections.","34717799","10.1016/j.cell.2021.10.004","Cell","Laboratory of Molecular Metabolism, The Rockefeller University, New York, NY, USA"
"787","Françoise","","","Porrot",14,"SARS-CoV-2 Alpha, Beta, and Delta variants display enhanced Spike-mediated syncytia formation.","34601723","10.15252/embj.2021108944","The EMBO journal","Virus &amp"
"788","Frank","L","","Heppner",37,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","34914922","10.1016/j.cell.2021.11.033","Cell","Charité - Universitätsmedizin Berlin, Department of Neuropathology, Berlin, Germany"
"789","Frank","","","Revetta",19,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","34910928","10.1016/j.cell.2021.11.031","Cell","Department of Pathology, Microbiology, and Immunology, Vanderbilt University Medical Center, Nashville, TN, USA"
"790","Frank","","","Robledo-Avila",5,"Z-form extracellular DNA is a structural component of the bacterial biofilm matrix.","34735796","10.1016/j.cell.2021.10.010","Cell","Center for Microbial Pathogenesis, Abigail Wexner Research Institute at Nationwide Children's Hospital, Columbus, OH 43205, USA"
"791","Frauke","","","Zipp",2,"A lymphocyte-glia connection sets the pace for smoldering inflammation.","34767775","10.1016/j.cell.2021.10.018","Cell","Department of Neurology, Focus Program Translational Neuroscience (FTN) and Immunotherapy (FZI), Rhine-Main Neuroscience Network (rmn2), University Medical Center of the Johannes Gutenberg University Mainz, Mainz, Germany. Electronic address: zipp@uni-mainz"
"792","Frédéric","H","T","Allain",11,"Exon-independent recruitment of SRSF1 is mediated by U1 snRNP stem-loop 3.","34779515","10.15252/embj.2021107640","The EMBO journal","Institute of Biochemistry, ETH Zürich, Switzerland"
"793","Frederic","D","","Bushman",6,"Over-celling fetal microbial exposure.","34822779","10.1016/j.cell.2021.10.026","Cell","Department of Microbiology, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA"
"794","Frederic","","","Rousseau",18,"The cellular modifier MOAG-4/SERF drives amyloid formation through charge complementation.","34617299","10.15252/embj.2020107568","The EMBO journal","VIB-KU Leuven Center for Brain and Disease Research, Leuven, Belgium"
"795","Frederic","","","Rousseau",14,"Heterotypic Amyloid β interactions facilitate amyloid assembly and modify amyloid structure.","34842295","10.15252/embj.2021108591","The EMBO journal","Switch Laboratory, VIB-KU Leuven Center for Brain and Disease Research, Leuven, Belgium"
"796","Fredrick","E","","Henry",9,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226","10.1016/j.cell.2021.11.024","Cell","Janelia Research Campus, Howard Hughes Medical Institute, Ashburn, VA 20147, USA"
"797","Fridolin","","","Gross",4,"Epistasis, aneuploidy, and functional mutations underlie evolution of resistance to induced microtubule depolymerization.","34605051","10.15252/embj.2021108225","The EMBO journal","IFOM, The Firc Institute of Molecular Oncology, Milano, Italy"
"798","Friederike","","","Ehrhart",54,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.","34939300","10.15252/msb.202110851","Molecular systems biology",""
"799","Friederike","","","Knipping",4,"Enhanced prime editing systems by manipulating cellular determinants of editing outcomes.","34653350","10.1016/j.cell.2021.09.018","Cell","Department of Pediatrics, University of Minnesota, Minneapolis, MN 55454, USA"
"800","Fu-Sheng","","","Wang",82,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.","34767776","10.1016/j.cell.2021.10.023","Cell",""
"801","Gabriel","","","Quiroz",12,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718","10.15252/embj.2020105531","The EMBO journal","Biomedical Neuroscience Institute, Faculty of Medicine, University of Chile, Santiago, Chile"
"802","Gabriela","K","","Fragiadakis",33,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056","10.1016/j.cell.2021.12.004","Cell","ImmunoX Initiative, University of California, San Francisco, San Francisco, CA 94143, USA"
"803","Gabriela","","","LaPlante",4,"Probing the free-state solution behavior of drugs and their tendencies to self-aggregate into nano-entities.","34707256","10.1038/s41596-021-00612-3","Nature protocols","NMX Research and Solutions, Inc., Laval, Quebec, Canada"
"804","Gabriele","","","Pupo",2,"Multigram synthesis of N-alkyl bis-ureas for asymmetric hydrogen bonding phase-transfer catalysis.","34759385","10.1038/s41596-021-00625-y","Nature protocols","Chemistry Research Laboratory, University of Oxford, Oxford, UK"
"805","Gabriele","","","Sales",8,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.","34644528","10.1016/j.cell.2021.09.021","Cell","Department of Biology, University of Padova, Padova 35122, Italy"
"806","Gabriella","C","","Reeder",6,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056","10.1016/j.cell.2021.12.004","Cell","Department of Pathology, University of California, San Francisco, San Francisco, CA 94143, USA"
"807","Gabriella","","","Viero",14,"C9orf72 ALS/FTD dipeptide repeat protein levels are reduced by small molecules that inhibit PKA or enhance protein degradation.","34791698","10.15252/embj.2020105026","The EMBO journal","Institute of Biophysics, CNR Unit at Trento, Trento, Italy"
"808","GaHyun","","","Lee",2,"Defining genome-wide CRISPR-Cas genome-editing nuclease activity with GUIDE-seq.","34773119","10.1038/s41596-021-00626-x","Nature protocols","Department of Hematology, St. Jude Children's Research Hospital, Memphis, TN, USA"
"809","Gail","A","","Alvares",3,"Autism-related dietary preferences mediate autism-gut microbiome associations.","34767757","10.1016/j.cell.2021.10.015","Cell","Telethon Kids Institute, The University of Western Australia, Nedlands, Western Australia 6009, Australia"
"810","Gail","","","Cross",1,"Emergency drug use in a pandemic: Harsh lessons from COVID-19.","34587491","10.1016/j.cell.2021.09.025","Cell","Department of Medicine, National University Hospital, National University of Singapore, Singapore 117599, Singapore. Electronic address: mdcgbc@nus.edu"
"811","Ganesh","S","","Anand",11,"Human antibody C10 neutralizes by diminishing Zika but enhancing dengue virus dynamics.","34852238","10.1016/j.cell.2021.11.009","Cell","Department of Biological Sciences, National University of Singapore, 14 Science Drive 4, Singapore 117543, Singapore"
"812","Gang","","","Wang",8,"A phosphate starvation response-centered network regulates mycorrhizal symbiosis.","34644527","10.1016/j.cell.2021.09.030","Cell","National Key Laboratory of Plant Molecular Genetics, CAS Center for Excellence in Molecular Plant Sciences, Institute of Plant Physiology and Ecology, SIBS, Chinese Academy of Sciences, Shanghai 200032, China"
"813","Gang","","","Wu",5,"Ontogeny and function of the circadian clock in intestinal organoids.","34704277","10.15252/embj.2020106973","The EMBO journal","Division of Human Genetics and Immunobiology, Center for Chronobiology, Department of Pediatrics, Cincinnati Children's Hospital Medical Center, Cincinnati, OH, USA"
"814","Gang","","","Xu",46,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.","34767776","10.1016/j.cell.2021.10.023","Cell",""
"815","GaoXiang","","","Wang",41,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.","34767776","10.1016/j.cell.2021.10.023","Cell",""
"816","Gavin","","","Screaton",55,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.","34735795","10.1016/j.cell.2021.10.011","Cell","Wellcome Centre for Human Genetics, Nuffield Department of Medicine, University of Oxford, Oxford, UK"
"817","Gavin","R","","Screaton",9,"Human antibody C10 neutralizes by diminishing Zika but enhancing dengue virus dynamics.","34852238","10.1016/j.cell.2021.11.009","Cell","Medical Sciences Division, University of Oxford, Oxford OX3 9DU, UK"
"818","Gavin","R","","Screaton",16,"The epitope arrangement on flavivirus particles contributes to Mab C10's extraordinary neutralization breadth across Zika and dengue viruses.","34852239","10.1016/j.cell.2021.11.010","Cell","Division of Medical Sciences, University of Oxford, Oxford, UK. Electronic address: gavin.screaton@medsci.ox.ac"
"819","Geert","","","Berx",3,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Molecular and Cellular Oncology Lab, Department of Biomedical Molecular Biology, Ghent University, Cancer Research Institute Ghent (CRIG), VIB Center for Inflammation Research, Ghent, Belgium"
