"","index","CollectiveName","LastName","ForeName","Initials","order","Title","PMID"
"311",17,NA,"Xiao","Xiong","X",2,"A genetically defined insula-brainstem circuit selectively controls motivational vigor.","34890577"
"312",17,NA,"Yang","Tao","T",3,"A genetically defined insula-brainstem circuit selectively controls motivational vigor.","34890577"
"313",17,NA,"Ritola","Kimberly","K",4,"A genetically defined insula-brainstem circuit selectively controls motivational vigor.","34890577"
"314",17,NA,"Hantman","Adam","A",5,"A genetically defined insula-brainstem circuit selectively controls motivational vigor.","34890577"
"315",17,NA,"Li","Yulong","Y",6,"A genetically defined insula-brainstem circuit selectively controls motivational vigor.","34890577"
"316",17,NA,"Huang","Z Josh","ZJ",7,"A genetically defined insula-brainstem circuit selectively controls motivational vigor.","34890577"
"317",17,NA,"Li","Bo","B",8,"A genetically defined insula-brainstem circuit selectively controls motivational vigor.","34890577"
"318",18,NA,"Markaki","Yolanda","Y",1,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34890555"
"319",18,NA,"Chong","Johnny Gan","JG",2,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34890555"
"320",18,NA,"Wang","Yuying","Y",3,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34890555"
"321",18,NA,"Jacobson","Elsie C","EC",4,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34890555"
"322",18,NA,"Luong","Christy","C",5,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34890555"
"323",18,NA,"Tan","Shawn Y X","SYX",6,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34890555"
"324",18,NA,"Jachowicz","Joanna W","JW",7,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34890555"
"325",18,NA,"Strehle","Mackenzie","M",8,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34890555"
"326",18,NA,"Maestrini","Davide","D",9,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34890555"
"327",18,NA,"Banerjee","Abhik K","AK",10,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34890555"
"328",18,NA,"Mistry","Bhaven A","BA",11,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34890555"
"329",18,NA,"Dror","Iris","I",12,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34890555"
"330",18,NA,"Dossin","Francois","F",13,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34890555"
"331",18,NA,"Schӧneberg","Johannes","J",14,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34890555"
"332",18,NA,"Heard","Edith","E",15,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34890555"
"333",18,NA,"Guttman","Mitchell","M",16,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34890555"
"334",18,NA,"Chou","Tom","T",17,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34890555"
"335",18,NA,"Plath","Kathrin","K",18,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34890555"
"336",19,NA,"Koren","Tamar","T",1,"Insular cortex neurons encode and retrieve specific immune responses.","34890554"
"337",19,NA,"Yifa","Re'ee","R",2,"Insular cortex neurons encode and retrieve specific immune responses.","34890554"
"338",19,NA,"Amer","Mariam","M",3,"Insular cortex neurons encode and retrieve specific immune responses.","34890554"
"339",19,NA,"Krot","Maria","M",4,"Insular cortex neurons encode and retrieve specific immune responses.","34890554"
"340",19,NA,"Boshnak","Nadia","N",5,"Insular cortex neurons encode and retrieve specific immune responses.","34890554"
"341",19,NA,"Ben-Shaanan","Tamar L","TL",6,"Insular cortex neurons encode and retrieve specific immune responses.","34890554"
"342",19,NA,"Azulay-Debby","Hilla","H",7,"Insular cortex neurons encode and retrieve specific immune responses.","34890554"
"343",19,NA,"Zalayat","Itay","I",8,"Insular cortex neurons encode and retrieve specific immune responses.","34890554"
"344",19,NA,"Avishai","Eden","E",9,"Insular cortex neurons encode and retrieve specific immune responses.","34890554"
"345",19,NA,"Hajjo","Haitham","H",10,"Insular cortex neurons encode and retrieve specific immune responses.","34890554"
"346",19,NA,"Schiller","Maya","M",11,"Insular cortex neurons encode and retrieve specific immune responses.","34890554"
"347",19,NA,"Haykin","Hedva","H",12,"Insular cortex neurons encode and retrieve specific immune responses.","34890554"
"348",19,NA,"Korin","Ben","B",13,"Insular cortex neurons encode and retrieve specific immune responses.","34890554"
"349",19,NA,"Farfara","Dorit","D",14,"Insular cortex neurons encode and retrieve specific immune responses.","34890554"
"350",19,NA,"Hakim","Fahed","F",15,"Insular cortex neurons encode and retrieve specific immune responses.","34890554"
"351",19,NA,"Kobiler","Oren","O",16,"Insular cortex neurons encode and retrieve specific immune responses.","34890554"
"352",19,NA,"Rosenblum","Kobi","K",17,"Insular cortex neurons encode and retrieve specific immune responses.","34890554"
"353",19,NA,"Rolls","Asya","A",18,"Insular cortex neurons encode and retrieve specific immune responses.","34890554"
"354",20,NA,"Arakhamia","Tamta","T",1,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","34890553"
"355",20,NA,"Lee","Christina E","CE",2,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","34890553"
"356",20,NA,"Carlomagno","Yari","Y",3,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","34890553"
"357",20,NA,"Kumar","Mukesh","M",4,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","34890553"
"358",20,NA,"Duong","Duc M","DM",5,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","34890553"
"359",20,NA,"Wesseling","Hendrik","H",6,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","34890553"
"360",20,NA,"Kundinger","Sean R","SR",7,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","34890553"
"361",20,NA,"Wang","Kevin","K",8,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","34890553"
"362",20,NA,"Williams","Dewight","D",9,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","34890553"
"363",20,NA,"DeTure","Michael","M",10,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","34890553"
"364",20,NA,"Dickson","Dennis W","DW",11,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","34890553"
"365",20,NA,"Cook","Casey N","CN",12,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","34890553"
"366",20,NA,"Seyfried","Nicholas T","NT",13,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","34890553"
"367",20,NA,"Petrucelli","Leonard","L",14,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","34890553"
"368",20,NA,"Steen","Judith A","JA",15,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","34890553"
"369",20,NA,"Fitzpatrick","Anthony W P","AWP",16,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","34890553"
"370",21,NA,"Brückner","Adrian","A",1,"Evolutionary assembly of cooperating cell types in an animal chemical defense system.","34890552"
"371",21,NA,"Badroos","Jean M","JM",2,"Evolutionary assembly of cooperating cell types in an animal chemical defense system.","34890552"
"372",21,NA,"Learsch","Robert W","RW",3,"Evolutionary assembly of cooperating cell types in an animal chemical defense system.","34890552"
"373",21,NA,"Yousefelahiyeh","Mina","M",4,"Evolutionary assembly of cooperating cell types in an animal chemical defense system.","34890552"
"374",21,NA,"Kitchen","Sheila A","SA",5,"Evolutionary assembly of cooperating cell types in an animal chemical defense system.","34890552"
"375",21,NA,"Parker","Joseph","J",6,"Evolutionary assembly of cooperating cell types in an animal chemical defense system.","34890552"
"376",22,NA,"Raghavan","Srivatsan","S",1,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"377",22,NA,"Winter","Peter S","PS",2,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"378",22,NA,"Navia","Andrew W","AW",3,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"379",22,NA,"Williams","Hannah L","HL",4,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"380",22,NA,"DenAdel","Alan","A",5,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"381",22,NA,"Lowder","Kristen E","KE",6,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"382",22,NA,"Galvez-Reyes","Jennyfer","J",7,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"383",22,NA,"Kalekar","Radha L","RL",8,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"384",22,NA,"Mulugeta","Nolawit","N",9,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"385",22,NA,"Kapner","Kevin S","KS",10,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"386",22,NA,"Raghavan","Manisha S","MS",11,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"387",22,NA,"Borah","Ashir A","AA",12,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"388",22,NA,"Liu","Nuo","N",13,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"389",22,NA,"Väyrynen","Sara A","SA",14,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"390",22,NA,"Costa","Andressa Dias","AD",15,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"391",22,NA,"Ng","Raymond W S","RWS",16,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"392",22,NA,"Wang","Junning","J",17,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"393",22,NA,"Hill","Emma K","EK",18,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"394",22,NA,"Ragon","Dorisanne Y","DY",19,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"395",22,NA,"Brais","Lauren K","LK",20,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"396",22,NA,"Jaeger","Alex M","AM",21,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"397",22,NA,"Spurr","Liam F","LF",22,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"398",22,NA,"Li","Yvonne Y","YY",23,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"399",22,NA,"Cherniack","Andrew D","AD",24,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"400",22,NA,"Booker","Matthew A","MA",25,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"401",22,NA,"Cohen","Elizabeth F","EF",26,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"402",22,NA,"Tolstorukov","Michael Y","MY",27,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"403",22,NA,"Wakiro","Isaac","I",28,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"404",22,NA,"Rotem","Asaf","A",29,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"405",22,NA,"Johnson","Bruce E","BE",30,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"406",22,NA,"McFarland","James M","JM",31,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"407",22,NA,"Sicinska","Ewa T","ET",32,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"408",22,NA,"Jacks","Tyler E","TE",33,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"409",22,NA,"Sullivan","Ryan J","RJ",34,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"410",22,NA,"Shapiro","Geoffrey I","GI",35,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"411",22,NA,"Clancy","Thomas E","TE",36,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"412",22,NA,"Perez","Kimberly","K",37,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"413",22,NA,"Rubinson","Douglas A","DA",38,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"414",22,NA,"Ng","Kimmie","K",39,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"415",22,NA,"Cleary","James M","JM",40,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"416",22,NA,"Crawford","Lorin","L",41,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"417",22,NA,"Manalis","Scott R","SR",42,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"418",22,NA,"Nowak","Jonathan A","JA",43,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"419",22,NA,"Wolpin","Brian M","BM",44,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"420",22,NA,"Hahn","William C","WC",45,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"421",22,NA,"Aguirre","Andrew J","AJ",46,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"422",22,NA,"Shalek","Alex K","AK",47,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551"
"423",23,NA,"Santoro","Raffaella","R",1,"Looking for a job in a dynamic and collaborative working place? LncRNAs are recruiting!","34890550"
"424",24,NA,"Hong","Mihe","M",1,"Killer fatigue: Transition to NK-cell-like phenotype is a signature of CAR-T cell exhaustion.","34890549"
"425",24,NA,"Chen","Yvonne Y","YY",2,"Killer fatigue: Transition to NK-cell-like phenotype is a signature of CAR-T cell exhaustion.","34890549"
"426",25,NA,"Briand","Sylvie C","SC",1,"Infodemics: A new challenge for public health.","34890548"
"427",25,NA,"Cinelli","Matteo","M",2,"Infodemics: A new challenge for public health.","34890548"
"428",25,NA,"Nguyen","Tim","T",3,"Infodemics: A new challenge for public health.","34890548"
"429",25,NA,"Lewis","Rosamund","R",4,"Infodemics: A new challenge for public health.","34890548"
"430",25,NA,"Prybylski","Dimitri","D",5,"Infodemics: A new challenge for public health.","34890548"
"431",25,NA,"Valensise","Carlo M","CM",6,"Infodemics: A new challenge for public health.","34890548"
"432",25,NA,"Colizza","Vittoria","V",7,"Infodemics: A new challenge for public health.","34890548"
"433",25,NA,"Tozzi","Alberto Eugenio","AE",8,"Infodemics: A new challenge for public health.","34890548"
"434",25,NA,"Perra","Nicola","N",9,"Infodemics: A new challenge for public health.","34890548"
"435",25,NA,"Baronchelli","Andrea","A",10,"Infodemics: A new challenge for public health.","34890548"
"436",25,NA,"Tizzoni","Michele","M",11,"Infodemics: A new challenge for public health.","34890548"
"437",25,NA,"Zollo","Fabiana","F",12,"Infodemics: A new challenge for public health.","34890548"
"438",25,NA,"Scala","Antonio","A",13,"Infodemics: A new challenge for public health.","34890548"
"439",25,NA,"Purnat","Tina","T",14,"Infodemics: A new challenge for public health.","34890548"
"440",25,NA,"Czerniak","Christine","C",15,"Infodemics: A new challenge for public health.","34890548"
"441",25,NA,"Kucharski","Adam J","AJ",16,"Infodemics: A new challenge for public health.","34890548"
"442",25,NA,"Tshangela","Akhona","A",17,"Infodemics: A new challenge for public health.","34890548"
"443",25,NA,"Zhou","Lei","L",18,"Infodemics: A new challenge for public health.","34890548"
"444",25,NA,"Quattrociocchi","Walter","W",19,"Infodemics: A new challenge for public health.","34890548"
"445",26,NA,"Kaelin","William G","WG",1,"David M. Livingston (1941-2021).","34890547"
"446",27,NA,"Tsukahara","Tatsuya","T",1,"A transcriptional rheostat couples past activity to future sensory responses.","34879231"
"447",27,NA,"Brann","David H","DH",2,"A transcriptional rheostat couples past activity to future sensory responses.","34879231"
"448",27,NA,"Pashkovski","Stan L","SL",3,"A transcriptional rheostat couples past activity to future sensory responses.","34879231"
"449",27,NA,"Guitchounts","Grigori","G",4,"A transcriptional rheostat couples past activity to future sensory responses.","34879231"
"450",27,NA,"Bozza","Thomas","T",5,"A transcriptional rheostat couples past activity to future sensory responses.","34879231"
"451",27,NA,"Datta","Sandeep Robert","SR",6,"A transcriptional rheostat couples past activity to future sensory responses.","34879231"
"452",28,NA,"Schnell","Alexandra","A",1,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.","34875227"
"453",28,NA,"Huang","Linglin","L",2,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.","34875227"
"454",28,NA,"Singer","Meromit","M",3,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.","34875227"
"455",28,NA,"Singaraju","Anvita","A",4,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.","34875227"
"456",28,NA,"Barilla","Rocky M","RM",5,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.","34875227"
"457",28,NA,"Regan","Brianna M L","BML",6,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.","34875227"
"458",28,NA,"Bollhagen","Alina","A",7,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.","34875227"
"459",28,NA,"Thakore","Pratiksha I","PI",8,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.","34875227"
"460",28,NA,"Dionne","Danielle","D",9,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.","34875227"
"461",28,NA,"Delorey","Toni M","TM",10,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.","34875227"
"462",28,NA,"Pawlak","Mathias","M",11,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.","34875227"
"463",28,NA,"Meyer Zu Horste","Gerd","G",12,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.","34875227"
"464",28,NA,"Rozenblatt-Rosen","Orit","O",13,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.","34875227"
"465",28,NA,"Irizarry","Rafael A","RA",14,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.","34875227"
"466",28,NA,"Regev","Aviv","A",15,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.","34875227"
"467",28,NA,"Kuchroo","Vijay K","VK",16,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.","34875227"
"468",29,NA,"Wang","Yuhan","Y",1,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226"
"469",29,NA,"Eddison","Mark","M",2,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226"
"470",29,NA,"Fleishman","Greg","G",3,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226"
"471",29,NA,"Weigert","Martin","M",4,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226"
"472",29,NA,"Xu","Shengjin","S",5,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226"
"473",29,NA,"Wang","Tim","T",6,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226"
"474",29,NA,"Rokicki","Konrad","K",7,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226"
"475",29,NA,"Goina","Cristian","C",8,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226"
"476",29,NA,"Henry","Fredrick E","FE",9,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226"
"477",29,NA,"Lemire","Andrew L","AL",10,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226"
"478",29,NA,"Schmidt","Uwe","U",11,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226"
"479",29,NA,"Yang","Hui","H",12,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226"
"480",29,NA,"Svoboda","Karel","K",13,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226"
"481",29,NA,"Myers","Eugene W","EW",14,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226"
"482",29,NA,"Saalfeld","Stephan","S",15,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226"
"483",29,NA,"Korff","Wyatt","W",16,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226"
"484",29,NA,"Sternson","Scott M","SM",17,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226"
"485",29,NA,"Tillberg","Paul W","PW",18,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226"
"486",30,NA,"Good","Charly R","CR",1,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"487",30,NA,"Aznar","M Angela","MA",2,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"488",30,NA,"Kuramitsu","Shunichiro","S",3,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"489",30,NA,"Samareh","Parisa","P",4,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"490",30,NA,"Agarwal","Sangya","S",5,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"491",30,NA,"Donahue","Greg","G",6,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"492",30,NA,"Ishiyama","Kenichi","K",7,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"493",30,NA,"Wellhausen","Nils","N",8,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"494",30,NA,"Rennels","Austin K","AK",9,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"495",30,NA,"Ma","Yujie","Y",10,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"496",30,NA,"Tian","Lifeng","L",11,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"497",30,NA,"Guedan","Sonia","S",12,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"498",30,NA,"Alexander","Katherine A","KA",13,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"499",30,NA,"Zhang","Zhen","Z",14,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"500",30,NA,"Rommel","Philipp C","PC",15,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"501",30,NA,"Singh","Nathan","N",16,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"502",30,NA,"Glastad","Karl M","KM",17,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"503",30,NA,"Richardson","Max W","MW",18,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"504",30,NA,"Watanabe","Keisuke","K",19,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"505",30,NA,"Tanyi","Janos L","JL",20,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"506",30,NA,"O'Hara","Mark H","MH",21,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"507",30,NA,"Ruella","Marco","M",22,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"508",30,NA,"Lacey","Simon F","SF",23,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"509",30,NA,"Moon","Edmund K","EK",24,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"510",30,NA,"Schuster","Stephen J","SJ",25,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"511",30,NA,"Albelda","Steven M","SM",26,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"512",30,NA,"Lanier","Lewis L","LL",27,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"513",30,NA,"Young","Regina M","RM",28,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"514",30,NA,"Berger","Shelley L","SL",29,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"515",30,NA,"June","Carl H","CH",30,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191"
"516",31,NA,"Andreeva","Liudmila","L",1,"NLRP3 cages revealed by full-length mouse NLRP3 structure control pathway activation.","34861190"
"517",31,NA,"David","Liron","L",2,"NLRP3 cages revealed by full-length mouse NLRP3 structure control pathway activation.","34861190"
"518",31,NA,"Rawson","Shaun","S",3,"NLRP3 cages revealed by full-length mouse NLRP3 structure control pathway activation.","34861190"
"519",31,NA,"Shen","Chen","C",4,"NLRP3 cages revealed by full-length mouse NLRP3 structure control pathway activation.","34861190"
"520",31,NA,"Pasricha","Teerithveen","T",5,"NLRP3 cages revealed by full-length mouse NLRP3 structure control pathway activation.","34861190"
"521",31,NA,"Pelegrin","Pablo","P",6,"NLRP3 cages revealed by full-length mouse NLRP3 structure control pathway activation.","34861190"
"522",31,NA,"Wu","Hao","H",7,"NLRP3 cages revealed by full-length mouse NLRP3 structure control pathway activation.","34861190"
"523",32,NA,"Lee","Kelly K","KK",1,"How a broadly neutralizing antibody grapples with antigenic and conformational diversity in dengue virus.","34856127"
"524",33,NA,"Oh","Hyun Jung","HJ",1,"Jpx RNA regulates CTCF anchor site selection and formation of chromosome loops.","34856126"
"525",33,NA,"Aguilar","Rodrigo","R",2,"Jpx RNA regulates CTCF anchor site selection and formation of chromosome loops.","34856126"
"526",33,NA,"Kesner","Barry","B",3,"Jpx RNA regulates CTCF anchor site selection and formation of chromosome loops.","34856126"
"527",33,NA,"Lee","Hun-Goo","HG",4,"Jpx RNA regulates CTCF anchor site selection and formation of chromosome loops.","34856126"
"528",33,NA,"Kriz","Andrea J","AJ",5,"Jpx RNA regulates CTCF anchor site selection and formation of chromosome loops.","34856126"
"529",33,NA,"Chu","Hsueh-Ping","HP",6,"Jpx RNA regulates CTCF anchor site selection and formation of chromosome loops.","34856126"
"530",33,NA,"Lee","Jeannie T","JT",7,"Jpx RNA regulates CTCF anchor site selection and formation of chromosome loops.","34856126"
"531",34,NA,"Sharma","Arvind","A",1,"The epitope arrangement on flavivirus particles contributes to Mab C10's extraordinary neutralization breadth across Zika and dengue viruses.","34852239"
"532",34,NA,"Zhang","Xiaokang","X",2,"The epitope arrangement on flavivirus particles contributes to Mab C10's extraordinary neutralization breadth across Zika and dengue viruses.","34852239"
"533",34,NA,"Dejnirattisai","Wanwisa","W",3,"The epitope arrangement on flavivirus particles contributes to Mab C10's extraordinary neutralization breadth across Zika and dengue viruses.","34852239"
"534",34,NA,"Dai","Xinghong","X",4,"The epitope arrangement on flavivirus particles contributes to Mab C10's extraordinary neutralization breadth across Zika and dengue viruses.","34852239"
"535",34,NA,"Gong","Danyang","D",5,"The epitope arrangement on flavivirus particles contributes to Mab C10's extraordinary neutralization breadth across Zika and dengue viruses.","34852239"
"536",34,NA,"Wongwiwat","Wiyada","W",6,"The epitope arrangement on flavivirus particles contributes to Mab C10's extraordinary neutralization breadth across Zika and dengue viruses.","34852239"
"537",34,NA,"Duquerroy","Stéphane","S",7,"The epitope arrangement on flavivirus particles contributes to Mab C10's extraordinary neutralization breadth across Zika and dengue viruses.","34852239"
"538",34,NA,"Rouvinski","Alexander","A",8,"The epitope arrangement on flavivirus particles contributes to Mab C10's extraordinary neutralization breadth across Zika and dengue viruses.","34852239"
"539",34,NA,"Vaney","Marie-Christine","MC",9,"The epitope arrangement on flavivirus particles contributes to Mab C10's extraordinary neutralization breadth across Zika and dengue viruses.","34852239"
