"","ForeName","Middle1","Middle2","LastName","Order","Title","PMID","DOI","Journal","Address","CitationCount","Gender"
"469","Christine","","","Czerniak",15,"Infodemics: A new challenge for public health.",34890548,"10.1016/j.cell.2021.10.031","Cell","Global Infectious Hazards Preparedness Department, World Health Organization, Geneva, Switzerland","1","F"
"470","Christine","","","Goffinet",48,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.",34914922,"10.1016/j.cell.2021.11.033","Cell","Berlin Institute of Health (BIH), Berlin, Germany","0","F"
"471","Christine","","","Mummery",1,"New guidelines for embryo and stem cell research.",34686868,"10.1038/s41580-021-00429-8","Nature reviews. Molecular cell biology","Leiden University Medical Center, Leiden, Netherlands. c.l.mummery@lumc","0","F"
"472","Christine","T","","Styles",10,"CRYPTOCHROMES promote daily protein homeostasis.",34842284,"10.15252/embj.2021108883","The EMBO journal","Department of Infectious Diseases, Imperial College, London, UK","0","F"
"473","Christin","","","Mache",7,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.",34914922,"10.1016/j.cell.2021.11.033","Cell","Unit 17 Influenza and other Respiratory Viruses, Robert Koch Institute, Berlin, Germany","0","F"
"474","Christoffer","","","Bundgaard",25,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.",34822784,"10.1016/j.cell.2021.11.001","Cell","Eli Lilly &amp","0","M"
"475","Christopher","L","","Baker",9,"Genetic control of the pluripotency epigenome determines differentiation bias in mouse embryonic stem cells.",34931323,"10.15252/embj.2021109445","The EMBO journal","The Jackson Laboratory, Bar Harbor, ME, USA","0","M"
"476","Christopher","P","","Conlon",39,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"10.1016/j.cell.2021.10.011","Cell","Oxford University Hospitals NHS Foundation Trust, Oxford, UK","24","M"
"477","Christopher","J","A","Duncan",52,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"10.1016/j.cell.2021.10.011","Cell","Translational and Clinical Research Institute Immunity and Inflammation Theme, Newcastle University, Newcastle, UK","24","M"
"478","Christopher","D","","Harvey",13,"Mechanoreceptor synapses in the brainstem shape the central representation of touch.",34637701,"10.1016/j.cell.2021.09.023","Cell","Department of Neurobiology, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA","0","M"
"479","Christopher","Cole","","Honeycutt",8,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.",34921774,"10.1016/j.cell.2021.12.002","Cell","Vaccine Research Center, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD 20892, USA","6","M"
"480","Christopher","J","","Langmead",42,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.",34822784,"10.1016/j.cell.2021.11.001","Cell","Sosei-Heptares, Steinmetz Building, Granta Park, Cambridge, CB21 6DG, UK","0","M"
"481","Christopher","H","","Lee",1,"Some viruses need to phase-separate to replicate.",34569635,"10.15252/embj.2021109558","The EMBO journal","Department of Microbiology and Molecular Genetics, University of Pittsburgh School of Medicine, Pittsburgh, PA, USA","0","M"
"482","Christopher","D","","Lima",3,"DNA asymmetry promotes SUMO modification of the single-stranded DNA-binding protein RPA.",34585421,"10.15252/embj.2019103787","The EMBO journal","Structural Biology Program, Sloan Kettering Institute, New York, NY, USA","0","M"
"483","Christopher","E","","Mason",37,"Fundamental Biological Features of Spaceflight: Advancing the Field to Enable Deep-Space Exploration.",34822785,"10.1016/j.cell.2021.11.008","Cell","","0","M"
"484","Christopher","","","Reardon",21,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.",34904718,"10.15252/embj.2020105531","The EMBO journal","Department of Neurology, University of Massachusetts Medical School, Worcester, MA, USA","0","M"
"485","Christopher","A","","Voigt",2,"Competitive dCas9 binding as a mechanism for transcriptional control.",34747560,"10.15252/msb.202110512","Molecular systems biology","Synthetic Biology Center, Department of Biological Engineering, Massachusetts Institute of Technology, Cambridge, MA, USA","0","M"
"486","Christophe","","","Vandenbriele",26,"Visualizing in deceased COVID-19 patients how SARS-CoV-2 attacks the respiratory and olfactory mucosae but spares the olfactory bulb.",34798069,"10.1016/j.cell.2021.10.027","Cell","Department of Cardiovascular Sciences, KU Leuven, Leuven, Belgium","0","M"
"487","Christoph","D","","Schmid",7,"A regulatory phosphorylation site on Mec1 controls chromatin occupancy of RNA polymerases during replication stress.",34569643,"10.15252/embj.2021108439","The EMBO journal","Friedrich Miescher Institute for Biomedical Research, Basel, Switzerland","0","M"
"488","Christoph","","","Sommer",3,"Neurotransmitter signaling regulates distinct phases of multimodal human interneuron migration.",34661293,"10.15252/embj.2021108714","The EMBO journal","Institute of Science and Technology Austria (IST Austria), Klosterneuburg, Austria","1","M"
"489","Christy","K","","Hjorth",11,"Expression and characterization of SARS-CoV-2 spike proteins.",34611365,"10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA","0","F"
"490","Christy","","","Luong",5,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.",34813726,"10.1016/j.cell.2021.10.022","Cell","Department of Biological Chemistry, David Geffen School of Medicine, University of California, Los Angeles, Los Angeles, CA 90095, USA","3","F"
"491","Christy","","","Luong",5,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.",34890555,"10.1016/j.cell.2021.11.028","Cell","","0","F"
"492","Chuan-Hsiang","","","Huang",6,"Deciphering cell signaling networks with massively multiplexed biosensor barcoding.",34838160,"10.1016/j.cell.2021.11.005","Cell","Department of Pathology, Johns Hopkins Medical Institutions, Baltimore, MD 21205, USA. Electronic address: chuang29@jhmi","0","M"
"493","Chuang","","","Guo",25,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.",34767776,"10.1016/j.cell.2021.10.023","Cell","","0","M"
"494","Chunyang","","","Mo",1,"Single-cell transcriptomics of LepR-positive skeletal cells reveals heterogeneous stress-dependent stem and progenitor pools.",34957577,"10.15252/embj.2021108415","The EMBO journal","Institute for Regenerative Medicine, Shanghai East Hospital, Frontier Science Center for Stem Cell Research, Shanghai Key Laboratory of Signaling and Disease Research, School of Life Sciences and Technology, Tongji University, Shanghai, China","0","M"
"495","Chunyan","","","Ye",9,"Mammalian hybrid pre-autophagosomal structure HyPAS generates autophagosomes.",34741801,"10.1016/j.cell.2021.10.017","Cell","Center for Global Health, University of New Mexico Health Sciences Center, Albuquerque, NM, USA","0","F"
"496","Cicera","R","","Lazzarotto",3,"Defining genome-wide CRISPR-Cas genome-editing nuclease activity with GUIDE-seq.",34773119,"10.1038/s41596-021-00626-x","Nature protocols","Department of Hematology, St. Jude Children's Research Hospital, Memphis, TN, USA","0","F"
"497","Cidi","","","Chen",7,"Enhanced prime editing systems by manipulating cellular determinants of editing outcomes.",34653350,"10.1016/j.cell.2021.09.018","Cell","Human Neuron Core, Rosamund Stone Zander Translational Neuroscience Center, Boston Children's Hospital, Boston, MA 02115, USA","0","F"
"498","Cindy","G","","Boer",1,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"10.1016/j.cell.2021.11.003","Cell","","0","F"
"499","Cizhong","","","Jiang",14,"Developmental programming and lineage branching of early human telencephalon.",34558085,"10.15252/embj.2020107277","The EMBO journal","Key Laboratory of Spine and Spinal Cord Injury Repair and Regeneration of Ministry of Education, Orthopaedic Department of Tongji Hospital, Shanghai, China","0",""
"500","Claire","","","Hafekost",13,"Autism-related dietary preferences mediate autism-gut microbiome associations.",34767757,"10.1016/j.cell.2021.10.015","Cell","Telethon Kids Institute, The University of Western Australia, Nedlands, Western Australia 6009, Australia","0","F"
"501","Claudia","","","Conrad",28,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.",34914922,"10.1016/j.cell.2021.11.033","Cell","Charité - Universitätsmedizin Berlin, Department of Infectious Diseases and Respiratory Medicine, Charité, Universitätsmedizin Berlin, Berlin, Germany","0","F"
"502","Claudio","","","Hetz",12,"BAX inhibitor-1 regulates autophagy by controlling the IRE1α branch of the unfolded protein response.",34726286,"10.15252/embj.2021109149","The EMBO journal","","0","M"
"503","Claudio","","","Hetz",30,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.",34904718,"10.15252/embj.2020105531","The EMBO journal","Biomedical Neuroscience Institute, Faculty of Medicine, University of Chile, Santiago, Chile","0","M"
"504","Claus","","","Belka",3,"Analysis of clonogenic growth in vitro.",34697469,"","","","","M"
"505","Clément","","","Cochain",45,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.",34914922,"10.1016/j.cell.2021.11.033","Cell","Comprehensive Heart Failure Center Wuerzburg, University Hospital Würzburg, Germany","0",""
"506","Clémentine","","","Brocas",3,"Sir3 heterochromatin protein promotes non-homologous end joining by direct inhibition of Sae2.",34817085,"10.15252/embj.2021108813","The EMBO journal","Université de Paris and Université Paris-Saclay, INSERM, iRCM/IBFJ CEA, UMR Stabilité Génétique Cellules Souches et Radiations, Fontenay-aux-Roses, France","0","F"
"507","Cody","N","","Heiser",8,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.",34910928,"10.1016/j.cell.2021.11.031","Cell","Program in Chemical and Physical Biology, Vanderbilt University School of Medicine, Nashville, TN, USA","0","M"
"508","Colby","E","","Gekko",12,"A defective viral genome strategy elicits broad protective immunity against respiratory viruses.",34852237,"10.1016/j.cell.2021.11.023","Cell","Department of Microbiology and Immunology, University of California, San Francisco, San Francisco, CA 94158, USA","3","M"
"509","Colin","D","","Bingle",14,"De novo identification of mammalian ciliary motility proteins using cryo-EM.",34715025,"10.1016/j.cell.2021.10.007","Cell","Department of Infection, Immunity &amp","4","M"
"510","Colin","","","Kleanthous",8,"Porin threading drives receptor disengagement and establishes active colicin transport through Escherichia coli OmpF.",34515361,"10.15252/embj.2021108610","The EMBO journal","Department of Biochemistry, University of Oxford, Oxford, UK","0","M"
"511","Colin","","","Molloy",17,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.",34822784,"10.1016/j.cell.2021.11.001","Cell","The Centre for Translational Pharmacology, Institute of Molecular, Cell and Systems Biology, College of Medical, Veterinary and Life Sciences, University of Glasgow, Glasgow, G12 8QQ, UK","0","M"
"512","Colin","K","L","Phoon",3,"Cardiolipin remodeling enables protein crowding in the inner mitochondrial membrane.",34661298,"10.15252/embj.2021108428","The EMBO journal","Department of Pediatrics, New York University Grossman School of Medicine, New York, NY, USA","0","M"
"513","Conrad","C","","Weihl",2,"Molecular and cellular basis of genetically inherited skeletal muscle disorders.",34257452,"10.1038/s41580-021-00389-z","Nature reviews. Molecular cell biology","Department of Neurology, Washington University School of Medicine, St Louis, MO, USA","0","M"
"514","Consuelo","","","Ibar",8,"BAX inhibitor-1 regulates autophagy by controlling the IRE1α branch of the unfolded protein response.",34726286,"10.15252/embj.2021109149","The EMBO journal","","0","F"
"515","Corinna","","","Montrone",13,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","F"
"516","Cormac","J","","Lucas",3,"MARCO+ lymphatic endothelial cells sequester arthritogenic alphaviruses to limit viremia and viral dissemination.",34618370,"10.15252/embj.2021108966","The EMBO journal","Department of Immunology and Microbiology, University of Colorado School of Medicine, Aurora, CO, USA","0","M"
"517","Costerwell","","","Khyriem",4,"Reply to Over-celling fetal microbial exposure.",34822780,"10.1016/j.cell.2021.10.028","Cell","Department of Reproductive Medicine, KK Women's and Children's Hospital, Singapore 229899, Singapore","0",""
"518","Courtney","","","Tucker",18,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.",34921774,"10.1016/j.cell.2021.12.002","Cell","Vaccine Research Center, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD 20892, USA","6","F"
"519","Cristian","","","Goina",8,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.",34875226,"10.1016/j.cell.2021.11.024","Cell","Janelia Research Campus, Howard Hughes Medical Institute, Ashburn, VA 20147, USA","0","M"
"520","Cristoffer","","","Sevilla",67,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","M"
"521","Cun-Yu","","","Wang",19,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.",34942100,"10.1016/j.cell.2021.11.030","Cell","","0","M"
"522","Curtis","W","","McCloskey",6,"Spatially confined sub-tumor microenvironments in pancreatic cancer.",34644529,"10.1016/j.cell.2021.09.022","Cell","Princess Margaret Cancer Centre, University Health Network, Toronto, ON M5G 1L7, Canada","0","M"
"523","Cynthia","G","","Lorang",19,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.",34921774,"10.1016/j.cell.2021.12.002","Cell","Vaccine Research Center, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD 20892, USA","6","F"
"524","Cynthia","L","","Sears",42,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.",34910928,"10.1016/j.cell.2021.11.031","Cell","Department of Medicine, Division of Infectious Diseases, Johns Hopkins University School of Medicine, Baltimore, MD, USA","0","F"
"525","Cyril","","","Planchais",12,"SARS-CoV-2 Alpha, Beta, and Delta variants display enhanced Spike-mediated syncytia formation.",34601723,"10.15252/embj.2021108944","The EMBO journal","Laboratory of Humoral Immunology, Department of Immunology, Institut Pasteur, INSERM U1222, Paris, France","0","M"
"526","Dafna","","","Bar-Sagi",11,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion.",34963055,"10.1016/j.cell.2021.12.005","Cell","Department of Biochemistry and Molecular Pharmacology, New York University Grossman School of Medicine, New York, NY 10016, USA","0","F"
"527","Dai","","","Shiba",15,"Fundamental Biological Features of Spaceflight: Advancing the Field to Enable Deep-Space Exploration.",34822785,"10.1016/j.cell.2021.11.008","Cell","","0","M"
"528","Dale","W","","Maxwell",5,"De novo identification of mammalian ciliary motility proteins using cryo-EM.",34715025,"10.1016/j.cell.2021.10.007","Cell","Institute of Molecular and Cell Biology, Proteos, 138673 Singapore, Singapore","4","M"
"529","Dale","","","Talbot",8,"A defective viral genome strategy elicits broad protective immunity against respiratory viruses.",34852237,"10.1016/j.cell.2021.11.023","Cell","Department of Microbiology and Immunology, University of California, San Francisco, San Francisco, CA 94158, USA","3","M"
"530","Dandan","","","Cao",7,"Single-cell transcriptomics of LepR-positive skeletal cells reveals heterogeneous stress-dependent stem and progenitor pools.",34957577,"10.15252/embj.2021108415","The EMBO journal","Institute for Regenerative Medicine, Shanghai East Hospital, Frontier Science Center for Stem Cell Research, Shanghai Key Laboratory of Signaling and Disease Research, School of Life Sciences and Technology, Tongji University, Shanghai, China","0","M"
"531","Daniela","","","Börnigen",35,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","F"
"532","Daniel","A","","Anderson",1,"Competitive dCas9 binding as a mechanism for transcriptional control.",34747560,"10.15252/msb.202110512","Molecular systems biology","Synthetic Biology Center, Department of Biological Engineering, Massachusetts Institute of Technology, Cambridge, MA, USA","0","M"
"533","Daniel","C","","Douek",48,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.",34921774,"10.1016/j.cell.2021.12.002","Cell","Vaccine Research Center, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD 20892, USA. Electronic address: ddouek@mail.nih","6","M"
"534","Daniele","","","Pollini",8,"C9orf72 ALS/FTD dipeptide repeat protein levels are reduced by small molecules that inhibit PKA or enhance protein degradation.",34791698,"10.15252/embj.2020105026","The EMBO journal","Department of Cellular, Computational and Integrative Biology, University of Trento, Trento, Italy","0",""
"535","Daniel","","","Erny",11,"Commensal microbiota divergently affect myeloid subsets in the mammalian central nervous system during homeostasis and disease.",34622466,"10.15252/embj.2021108605","The EMBO journal","Institute of Neuropathology, Faculty of Medicine, University of Freiburg, Freiburg, Germany","0","M"
"536","Daniel","R","","Foltz",17,"UBR7 acts as a histone chaperone for post-nucleosomal histone H3.",34786730,"10.15252/embj.2021108307","The EMBO journal","Department of Biochemistry and Molecular Genetics, Northwestern University Feinberg School of Medicine, Chicago, IL, USA","0","M"
"537","Daniel","J","","Kliebenstein",10,"A genome-scale TF-DNA interaction network of transcriptional regulation of Arabidopsis primary and specialized metabolism.",34816587,"10.15252/msb.202110625","Molecular systems biology","Department of Plant Sciences, University of California, Davis, Davis, CA, USA","0","M"
"538","Danielle","","","Dionne",9,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.",34875227,"10.1016/j.cell.2021.11.018","Cell","Klarman Cell Observatory, Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA","0","F"
"539","Danielle","A","","Wagner",5,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.",34921774,"10.1016/j.cell.2021.12.002","Cell","Vaccine Research Center, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD 20892, USA","6","F"
"540","Daniel","","","Moreno-Andres",14,"The nucleoporin Nup50 activates the Ran guanine nucleotide exchange factor RCC1 to promote NPC assembly at the end of mitosis.",34725842,"10.15252/embj.2021108788","The EMBO journal","Institute of Biochemistry and Molecular Cell Biology, Medical School, RWTH Aachen University, Aachen, Germany","1","M"
"541","Daniel","","","Mucida",8,"Enteric pathogens induce tissue tolerance and prevent neuronal loss from subsequent infections.",34717799,"10.1016/j.cell.2021.10.004","Cell","Laboratory of Mucosal Immunology, The Rockefeller University, New York, NY, USA","0","M"
"542","Daniel","","","Samaga",2,"Analysis of clonogenic growth in vitro.",34697469,"","","","","M"
"543","Daniel","","","Segrè",13,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).",34635859,"10.1038/s41596-021-00593-3","Nature protocols","Bioinformatics Program, Boston University, Boston, MA, USA. dsegre@bu","0","M"
"544","Daniel","A","","Skelly",8,"Genetic control of the pluripotency epigenome determines differentiation bias in mouse embryonic stem cells.",34931323,"10.15252/embj.2021109445","The EMBO journal","The Jackson Laboratory, Bar Harbor, ME, USA","0","M"
"545","Daniel","","","Wendisch",1,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.",34914922,"10.1016/j.cell.2021.11.033","Cell","Charité - Universitätsmedizin Berlin, Department of Infectious Diseases and Respiratory Medicine, Charité, Universitätsmedizin Berlin, Berlin, Germany","0","M"
"546","Daniel","G","","Wootton",38,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"10.1016/j.cell.2021.10.011","Cell","NIHR Health Protection Research Unit in Emerging and Zoonotic Infections, Institute of Infection, Veterinary and Ecological Sciences, University of Liverpool, Liverpool, UK","24","M"
"547","Daniel","","","Wrapp",9,"Expression and characterization of SARS-CoV-2 spike proteins.",34611365,"10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA","0","M"
"548","Danilo","","","Bilches Medinas",1,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.",34904718,"10.15252/embj.2020105531","The EMBO journal","Biomedical Neuroscience Institute, Faculty of Medicine, University of Chile, Santiago, Chile","0","M"
"549","Danilo","E","","Flores",6,"Ontogeny and function of the circadian clock in intestinal organoids.",34704277,"10.15252/embj.2020106973","The EMBO journal","Division of Human Genetics and Immunobiology, Center for Chronobiology, Department of Pediatrics, Cincinnati Children's Hospital Medical Center, Cincinnati, OH, USA","0","M"
"550","Danmei","","","Yao",10,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.",34913508,"10.15252/embj.2021107739","The EMBO journal","Department of Cell Biology and Department of Cardiology of the Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China","0","F"
"551","Danny","","","Simpson",7,"Mapping the genetic landscape of DNA double-strand break repair.",34672952,"10.1016/j.cell.2021.10.002","Cell","Lewis-Sigler Institute for Integrative Genomics, Princeton University, Princeton, NJ 08544, USA","0","M"
"552","Danyang","","","Gong",5,"The epitope arrangement on flavivirus particles contributes to Mab C10's extraordinary neutralization breadth across Zika and dengue viruses.",34852239,"10.1016/j.cell.2021.11.010","Cell","Department of Molecular and Medical Pharmacology, University of California, Los Angeles, Los Angeles, CA 90095, USA","1","F"
"553","Darin","K","","Edwards",39,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.",34921774,"10.1016/j.cell.2021.12.002","Cell","Moderna Inc., Cambridge, MA 02139, USA","6","M"
"554","Darren","","","Treanor",4,"Tutorial: methods for three-dimensional visualization of archival tissue material.",34716449,"10.1038/s41596-021-00611-4","Nature protocols","Leeds Teaching Hospitals NHS Trust, Leeds, UK","0","M"
"555","Darshana","","","Gupta",1,"Illuminating the path to DNA repair.",34715020,"10.1016/j.cell.2021.10.005","Cell","Helmholtz Institute for RNA-based Infection Research (HIRI), Helmholtz Centre for Infection Research (HZI), Josef-Schneider-Str. 2/D15, 97080 Würzburg, Germany","0",""
"556","Darwin","","","Contreras",9,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.",34904718,"10.15252/embj.2020105531","The EMBO journal","Laboratory of Neuroscience, Department of Biology, Faculty of Chemistry and Biology, University of Santiago de Chile, Santiago, Chile","0","M"
"557","Davey","M","","Smith",17,"Identification of a therapeutic interfering particle-A single-dose SARS-CoV-2 antiviral intervention with a high barrier to resistance.",34838159,"10.1016/j.cell.2021.11.004","Cell","Department of Medicine, University of California, San Diego, San Diego, CA 92121, USA","0","M"
"558","David","J","","Anderson",6,"A genetically tractable jellyfish model for systems and evolutionary neuroscience.",34822783,"10.1016/j.cell.2021.10.021","Cell","Division of Biology and Biological Engineering 140-18, California Institute of Technology, Pasadena, CA 91125, USA","3","M"
"559","David","","","Baker",8,"The trRosetta server for fast and accurate protein structure prediction.",34759384,"10.1038/s41596-021-00628-9","Nature protocols","Department of Biochemistry, University of Washington, Seattle, WA, USA","0","M"
"560","David","B","","Bernstein",8,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).",34635859,"10.1038/s41596-021-00593-3","Nature protocols","Biological Design Center, Boston University, Boston, MA, USA","0","M"
"561","David","","","Bhella",15,"Helical ordering of envelope-associated proteins and glycoproteins in respiratory syncytial virus.",34935163,"10.15252/embj.2021109728","The EMBO journal","Medical Research Council - University of Glasgow Centre for Virus Research, Glasgow, UK","0","M"
"562","David","H","","Brann",2,"A transcriptional rheostat couples past activity to future sensory responses.",34879231,"10.1016/j.cell.2021.11.022","Cell","Department of Neurobiology, Harvard Medical School, Boston, MA 02115, USA","0","M"
"563","David","M","","Cross",8,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.",34822784,"10.1016/j.cell.2021.11.001","Cell","Sosei-Heptares, Steinmetz Building, Granta Park, Cambridge, CB21 6DG, UK","0","M"
"564","David","","","Drew",4,"The GFP thermal shift assay for screening ligand and lipid interactions to solute carrier transporters.",34707255,"10.1038/s41596-021-00619-w","Nature protocols","Department of Biochemistry and Biophysics, Stockholm University, Stockholm, Sweden. ddrew@dbb.su","0","M"
"565","David","A","","Ekrut",8,"Quantitative magnetic resonance imaging and tumor forecasting of breast cancer patients in the community setting.",34552262,"10.1038/s41596-021-00617-y","Nature protocols","Oden Institute for Computational Engineering and Sciences, Austin, TX, USA","0","M"
"566","Davide","","","Maestrini",9,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.",34813726,"10.1016/j.cell.2021.10.022","Cell","Department of Computational Medicine, University of California, Los Angeles, Los Angeles, CA 90095, USA","3","M"
"567","Davide","","","Maestrini",9,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.",34890555,"10.1016/j.cell.2021.11.028","Cell","","0","M"
"568","Davide","","","Risso",14,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.",34644528,"10.1016/j.cell.2021.09.021","Cell","Department of Statistical Sciences, University of Padova, Padova 35122, Italy. Electronic address: davide.risso@unipd","0","M"
"569","David","J","","Erle",34,"Discovering dominant tumor immune archetypes in a pan-cancer census.",34963056,"10.1016/j.cell.2021.12.004","Cell","ImmunoX Initiative, University of California, San Francisco, San Francisco, CA 94143, USA","0","M"
"570","David","D","","Ginty",14,"Mechanoreceptor synapses in the brainstem shape the central representation of touch.",34637701,"10.1016/j.cell.2021.09.023","Cell","Department of Neurobiology, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA","0","M"
"571","David","C","","Grainger",9,"A dual-function RNA balances carbon uptake and central metabolism in Vibrio cholerae.",34612526,"10.15252/embj.2021108542","The EMBO journal","Institute of Microbiology and Infection, University of Birmingham, Birmingham, UK","0","M"
"572","David","A","","Hormuth",7,"Quantitative magnetic resonance imaging and tumor forecasting of breast cancer patients in the community setting.",34552262,"10.1038/s41596-021-00617-y","Nature protocols","Oden Institute for Computational Engineering and Sciences, Austin, TX, USA","0","M"
"573","David","","","Horst",33,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.",34914922,"10.1016/j.cell.2021.11.033","Cell","Charité - Universitätsmedizin Berlin, Institute of Pathology, Charité - Universitätsmedizin Berlin, Berlin, Germany","0","M"
"574","David","E","","James",1,"The aetiology and molecular landscape of insulin resistance.",34285405,"10.1038/s41580-021-00390-6","Nature reviews. Molecular cell biology","Charles Perkins Centre, School of Life and Environmental Sciences, University of Sydney, Sydney, NSW, Australia. david.james@sydney.edu","0","M"
"575","David","","","Komander",14,"Oligomerization-driven MLKL ubiquitylation antagonizes necroptosis.",34698396,"10.15252/embj.2019103718","The EMBO journal","The Walter and Eliza Hall Institute of Medical Research, Parkville, VIC, Australia","0","M"
"576","David","R","","Liu",14,"Enhanced prime editing systems by manipulating cellular determinants of editing outcomes.",34653350,"10.1016/j.cell.2021.09.018","Cell","Merkin Institute of Transformative Technologies in Healthcare, Broad Institute of Harvard and MIT, Cambridge, MA 02141, USA","0","M"
"577","David","R","","Liu",3,"Publisher Correction: Precision genome editing using cytosine and adenine base editors in mammalian cells.",34789924,"10.1038/s41596-021-00525-1","Nature protocols","Merkin Institute of Transformative Technologies in Healthcare, The Broad Institute of Harvard and MIT, Cambridge, MA, USA. drliu@fas.harvard","0","M"
"578","David","","","McClay",29,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.",34654908,"10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Department of Biology, Duke University, Durham, NC, USA","0","M"
"579","David","H","","Perlman",6,"Multiplexed single-cell proteomics using SCoPE2.",34716448,"10.1038/s41596-021-00616-z","Nature protocols","Department of Bioengineering, Northeastern University, Boston, MA, USA","0","M"
"580","David","A","","Relman",5,"Protocols and risks: when less is more.",34873329,"10.1038/s41596-021-00655-6","Nature protocols","Department of Medicine, Stanford University School of Medicine, Stanford, CA, USA. relman@stanford","0","M"
"581","David","","","Ross",9,"The genotype-phenotype landscape of an allosteric protein.",34913592,"10.15252/msb.202110847","Molecular systems biology","","0","M"
"582","David","E","","Somers",9,"TOC1 clock protein phosphorylation controls complex formation with NF-YB/C to repress hypocotyl growth.",34726281,"10.15252/embj.2021108684","The EMBO journal","Molecular Genetics, Ohio State University, Columbus, OH, USA","0","M"
