FirstName,LastName,Order,PMID,DOI,Journal,Field,CitationCount,Gender,Date.Received,Date.Published,Title,Address
Navid,Farahani,3,34716449,10.1038/s41596-021-00611-4,Nature protocols,Biology,0,M,12-Feb-21,29-Oct-21,NA,NA
Darren,Treanor,4,34716449,10.1038/s41596-021-00611-4,Nature protocols,Biology,0,M,12-Feb-21,29-Oct-21,NA,NA
Inti,Zlobec,5,34716449,10.1038/s41596-021-00611-4,Nature protocols,Biology,0,M,12-Feb-21,29-Oct-21,NA,NA
Iris,Nagtegaal,6,34716449,10.1038/s41596-021-00611-4,Nature protocols,Biology,0,F,12-Feb-21,29-Oct-21,NA,NA
Steven,LaPlante,1,34707256,10.1038/s41596-021-00612-3,Nature protocols,Biology,0,M,17-Apr-21,27-Oct-21,NA,NA
Valérie,Roux,2,34707256,10.1038/s41596-021-00612-3,Nature protocols,Biology,0,F,17-Apr-21,27-Oct-21,NA,NA
Fatma,Shahout,3,34707256,10.1038/s41596-021-00612-3,Nature protocols,Biology,0,F,17-Apr-21,27-Oct-21,NA,NA
Gabriela,LaPlante,4,34707256,10.1038/s41596-021-00612-3,Nature protocols,Biology,0,F,17-Apr-21,27-Oct-21,NA,NA
Simon,Woo,5,34707256,10.1038/s41596-021-00612-3,Nature protocols,Biology,0,M,17-Apr-21,27-Oct-21,NA,NA
Maria,Denk,6,34707256,10.1038/s41596-021-00612-3,Nature protocols,Biology,0,F,17-Apr-21,27-Oct-21,NA,NA
Sacha,Larda,7,34707256,10.1038/s41596-021-00612-3,Nature protocols,Biology,0,M,17-Apr-21,27-Oct-21,NA,NA
Yann,Ayotte,8,34707256,10.1038/s41596-021-00612-3,Nature protocols,Biology,0,M,17-Apr-21,27-Oct-21,NA,NA
Filipa,Mota,1,34686858,10.1038/s41596-021-00613-2,Nature protocols,Biology,0,F,23-Apr-21,22-Oct-21,NA,NA
Patricia,De Jesus,2,34686858,10.1038/s41596-021-00613-2,Nature protocols,Biology,0,F,23-Apr-21,22-Oct-21,NA,NA
Sanjay,Jain,3,34686858,10.1038/s41596-021-00613-2,Nature protocols,Biology,0,M,23-Apr-21,22-Oct-21,NA,NA
Tito,Calì,1,34686857,10.1038/s41596-021-00614-1,Nature protocols,Biology,0,M,12-Feb-21,22-Oct-21,NA,NA
Marisa,Brini,2,34686857,10.1038/s41596-021-00614-1,Nature protocols,Biology,0,F,12-Feb-21,22-Oct-21,NA,NA
Aleksandra,Petelski,1,34716448,10.1038/s41596-021-00616-z,Nature protocols,Biology,0,F,16-Mar-21,29-Oct-21,NA,NA
Edward,Emmott,2,34716448,10.1038/s41596-021-00616-z,Nature protocols,Biology,0,M,16-Mar-21,29-Oct-21,NA,NA
Andrew,Leduc,3,34716448,10.1038/s41596-021-00616-z,Nature protocols,Biology,0,M,16-Mar-21,29-Oct-21,NA,NA
R,Huffman,4,34716448,10.1038/s41596-021-00616-z,Nature protocols,Biology,0,M,16-Mar-21,29-Oct-21,NA,NA
Harrison,Specht,5,34716448,10.1038/s41596-021-00616-z,Nature protocols,Biology,0,M,16-Mar-21,29-Oct-21,NA,NA
David,Perlman,6,34716448,10.1038/s41596-021-00616-z,Nature protocols,Biology,0,M,16-Mar-21,29-Oct-21,NA,NA
Nikolai,Slavov,7,34716448,10.1038/s41596-021-00616-z,Nature protocols,Biology,0,M,16-Mar-21,29-Oct-21,NA,NA
Angela,Jarrett,1,34552262,10.1038/s41596-021-00617-y,Nature protocols,Biology,0,F,15-Dec-20,22-Sep-21,NA,NA
Anum,Kazerouni,2,34552262,10.1038/s41596-021-00617-y,Nature protocols,Biology,0,F,15-Dec-20,22-Sep-21,NA,NA
Chengyue,Wu,3,34552262,10.1038/s41596-021-00617-y,Nature protocols,Biology,0,M,15-Dec-20,22-Sep-21,NA,NA
John,Virostko,4,34552262,10.1038/s41596-021-00617-y,Nature protocols,Biology,0,M,15-Dec-20,22-Sep-21,NA,NA
Anna,Sorace,5,34552262,10.1038/s41596-021-00617-y,Nature protocols,Biology,0,F,15-Dec-20,22-Sep-21,NA,NA
Julie,DiCarlo,6,34552262,10.1038/s41596-021-00617-y,Nature protocols,Biology,0,F,15-Dec-20,22-Sep-21,NA,NA
David,Hormuth,7,34552262,10.1038/s41596-021-00617-y,Nature protocols,Biology,0,M,15-Dec-20,22-Sep-21,NA,NA
David,Ekrut,8,34552262,10.1038/s41596-021-00617-y,Nature protocols,Biology,0,M,15-Dec-20,22-Sep-21,NA,NA
Debra,Patt,9,34552262,10.1038/s41596-021-00617-y,Nature protocols,Biology,0,F,15-Dec-20,22-Sep-21,NA,NA
Boone,Goodgame,10,34552262,10.1038/s41596-021-00617-y,Nature protocols,Biology,0,M,15-Dec-20,22-Sep-21,NA,NA
Sarah,Avery,11,34552262,10.1038/s41596-021-00617-y,Nature protocols,Biology,0,F,15-Dec-20,22-Sep-21,NA,NA
Thomas,Yankeelov,12,34552262,10.1038/s41596-021-00617-y,Nature protocols,Biology,0,M,15-Dec-20,22-Sep-21,NA,NA
Yurie,Chatzikyriakidou,1,34707255,10.1038/s41596-021-00619-w,Nature protocols,Biology,0,F,25-Jan-21,27-Oct-21,NA,NA
Do-Hwan,Ahn,2,34707255,10.1038/s41596-021-00619-w,Nature protocols,Biology,0,M,25-Jan-21,27-Oct-21,NA,NA
Emmanuel,Nji,3,34707255,10.1038/s41596-021-00619-w,Nature protocols,Biology,0,M,25-Jan-21,27-Oct-21,NA,NA
David,Drew,4,34707255,10.1038/s41596-021-00619-w,Nature protocols,Biology,0,M,25-Jan-21,27-Oct-21,NA,NA
Shuxia,Guo,1,34741152,10.1038/s41596-021-00620-3,Nature protocols,Biology,0,F,23-Mar-21,5-Nov-21,NA,NA
Jürgen,Popp,2,34741152,10.1038/s41596-021-00620-3,Nature protocols,Biology,0,M,23-Mar-21,5-Nov-21,NA,NA
Thomas,Bocklitz,3,34741152,10.1038/s41596-021-00620-3,Nature protocols,Biology,0,M,23-Mar-21,5-Nov-21,NA,NA
Chi,Yao,1,34716450,10.1038/s41596-021-00621-2,Nature protocols,Biology,0,M,14-Jan-21,29-Oct-21,NA,NA
Rui,Zhang,2,34716450,10.1038/s41596-021-00621-2,Nature protocols,Biology,0,M,14-Jan-21,29-Oct-21,NA,NA
Jianpu,Tang,3,34716450,10.1038/s41596-021-00621-2,Nature protocols,Biology,0,M,14-Jan-21,29-Oct-21,NA,NA
Dayong,Yang,4,34716450,10.1038/s41596-021-00621-2,Nature protocols,Biology,0,M,14-Jan-21,29-Oct-21,NA,NA
Soon,Kim,1,34716451,10.1038/s41596-021-00622-1,Nature protocols,Biology,0,F,4-Feb-21,29-Oct-21,NA,NA
Heesun,Hong,2,34716451,10.1038/s41596-021-00622-1,Nature protocols,Biology,0,F,4-Feb-21,29-Oct-21,NA,NA
Olatunji,Ajiteru,3,34716451,10.1038/s41596-021-00622-1,Nature protocols,Biology,0,M,4-Feb-21,29-Oct-21,NA,NA
Md,Sultan,4,34716451,10.1038/s41596-021-00622-1,Nature protocols,Biology,0,M,4-Feb-21,29-Oct-21,NA,NA
Young,Lee,5,34716451,10.1038/s41596-021-00622-1,Nature protocols,Biology,0,M,4-Feb-21,29-Oct-21,NA,NA
Ji,Lee,6,34716451,10.1038/s41596-021-00622-1,Nature protocols,Biology,0,M,4-Feb-21,29-Oct-21,NA,NA
Ok,Lee,7,34716451,10.1038/s41596-021-00622-1,Nature protocols,Biology,0,F,4-Feb-21,29-Oct-21,NA,NA
Hanna,Lee,8,34716451,10.1038/s41596-021-00622-1,Nature protocols,Biology,0,F,4-Feb-21,29-Oct-21,NA,NA
Hae,Park,9,34716451,10.1038/s41596-021-00622-1,Nature protocols,Biology,0,F,4-Feb-21,29-Oct-21,NA,NA
Kyu,Choi,10,34716451,10.1038/s41596-021-00622-1,Nature protocols,Biology,0,M,4-Feb-21,29-Oct-21,NA,NA
Joong,Lee,11,34716451,10.1038/s41596-021-00622-1,Nature protocols,Biology,0,M,4-Feb-21,29-Oct-21,NA,NA
Hyung,Ju,12,34716451,10.1038/s41596-021-00622-1,Nature protocols,Biology,0,M,4-Feb-21,29-Oct-21,NA,NA
In-Sun,Hong,13,34716451,10.1038/s41596-021-00622-1,Nature protocols,Biology,0,M,4-Feb-21,29-Oct-21,NA,NA
Chan,Park,14,34716451,10.1038/s41596-021-00622-1,Nature protocols,Biology,0,M,4-Feb-21,29-Oct-21,NA,NA
Jeffrey,Schaub,1,34611365,10.1038/s41596-021-00623-0,Nature protocols,Biology,0,M,21-Dec-20,5-Oct-21,NA,NA
Chia-Wei,Chou,2,34611365,10.1038/s41596-021-00623-0,Nature protocols,Biology,0,M,21-Dec-20,5-Oct-21,NA,NA
Hung-Che,Kuo,3,34611365,10.1038/s41596-021-00623-0,Nature protocols,Biology,0,M,21-Dec-20,5-Oct-21,NA,NA
Kamyab,Javanmardi,4,34611365,10.1038/s41596-021-00623-0,Nature protocols,Biology,0,M,21-Dec-20,5-Oct-21,NA,NA
Ching-Lin,Hsieh,5,34611365,10.1038/s41596-021-00623-0,Nature protocols,Biology,0,F,21-Dec-20,5-Oct-21,NA,NA
Jory,Goldsmith,6,34611365,10.1038/s41596-021-00623-0,Nature protocols,Biology,0,M,21-Dec-20,5-Oct-21,NA,NA
Andrea,DiVenere,7,34611365,10.1038/s41596-021-00623-0,Nature protocols,Biology,0,F,21-Dec-20,5-Oct-21,NA,NA
Kevin,Le,8,34611365,10.1038/s41596-021-00623-0,Nature protocols,Biology,0,M,21-Dec-20,5-Oct-21,NA,NA
Daniel,Wrapp,9,34611365,10.1038/s41596-021-00623-0,Nature protocols,Biology,0,M,21-Dec-20,5-Oct-21,NA,NA
Patrick,Byrne,10,34611365,10.1038/s41596-021-00623-0,Nature protocols,Biology,0,M,21-Dec-20,5-Oct-21,NA,NA
Christy,Hjorth,11,34611365,10.1038/s41596-021-00623-0,Nature protocols,Biology,0,F,21-Dec-20,5-Oct-21,NA,NA
Nicole,Johnson,12,34611365,10.1038/s41596-021-00623-0,Nature protocols,Biology,0,F,21-Dec-20,5-Oct-21,NA,NA
John,Ludes-Meyers,13,34611365,10.1038/s41596-021-00623-0,Nature protocols,Biology,0,M,21-Dec-20,5-Oct-21,NA,NA
Annalee,Nguyen,14,34611365,10.1038/s41596-021-00623-0,Nature protocols,Biology,0,F,21-Dec-20,5-Oct-21,NA,NA
Nianshuang,Wang,15,34611365,10.1038/s41596-021-00623-0,Nature protocols,Biology,0,M,21-Dec-20,5-Oct-21,NA,NA
Jason,Lavinder,16,34611365,10.1038/s41596-021-00623-0,Nature protocols,Biology,0,M,21-Dec-20,5-Oct-21,NA,NA
Gregory,Ippolito,17,34611365,10.1038/s41596-021-00623-0,Nature protocols,Biology,0,M,21-Dec-20,5-Oct-21,NA,NA
Jennifer,Maynard,18,34611365,10.1038/s41596-021-00623-0,Nature protocols,Biology,0,F,21-Dec-20,5-Oct-21,NA,NA
Jason,McLellan,19,34611365,10.1038/s41596-021-00623-0,Nature protocols,Biology,0,M,21-Dec-20,5-Oct-21,NA,NA
Ilya,Finkelstein,20,34611365,10.1038/s41596-021-00623-0,Nature protocols,Biology,0,M,21-Dec-20,5-Oct-21,NA,NA
Melissa,Unger,1,34759382,10.1038/s41596-021-00624-z,Nature protocols,Biology,0,F,2-Feb-21,10-Nov-21,NA,NA
Martina,Blank,2,34759382,10.1038/s41596-021-00624-z,Nature protocols,Biology,0,F,2-Feb-21,10-Nov-21,NA,NA
Thomas,Enzlein,3,34759382,10.1038/s41596-021-00624-z,Nature protocols,Biology,0,M,2-Feb-21,10-Nov-21,NA,NA
Carsten,Hopf,4,34759382,10.1038/s41596-021-00624-z,Nature protocols,Biology,0,M,2-Feb-21,10-Nov-21,NA,NA
Anna,Vicini,1,34759385,10.1038/s41596-021-00625-y,Nature protocols,Biology,0,F,2-Feb-21,10-Nov-21,NA,NA
Gabriele,Pupo,2,34759385,10.1038/s41596-021-00625-y,Nature protocols,Biology,0,F,2-Feb-21,10-Nov-21,NA,NA
Francesco,Ibba,3,34759385,10.1038/s41596-021-00625-y,Nature protocols,Biology,0,M,2-Feb-21,10-Nov-21,NA,NA
Veronique,Gouverneur,4,34759385,10.1038/s41596-021-00625-y,Nature protocols,Biology,0,F,2-Feb-21,10-Nov-21,NA,NA
Nikolay,Malinin,1,34773119,10.1038/s41596-021-00626-x,Nature protocols,Biology,0,M,2-Feb-21,10-Nov-21,NA,NA
GaHyun,Lee,2,34773119,10.1038/s41596-021-00626-x,Nature protocols,Biology,0,F,2-Feb-21,10-Nov-21,NA,NA
Cicera,Lazzarotto,3,34773119,10.1038/s41596-021-00626-x,Nature protocols,Biology,0,F,2-Feb-21,10-Nov-21,NA,NA
Yichao,Li,4,34773119,10.1038/s41596-021-00626-x,Nature protocols,Biology,0,M,2-Feb-21,10-Nov-21,NA,NA
Zongli,Zheng,5,34773119,10.1038/s41596-021-00626-x,Nature protocols,Biology,0,M,2-Feb-21,10-Nov-21,NA,NA
Nhu,Nguyen,6,34773119,10.1038/s41596-021-00626-x,Nature protocols,Biology,0,F,2-Feb-21,10-Nov-21,NA,NA
Matthew,Liebers,7,34773119,10.1038/s41596-021-00626-x,Nature protocols,Biology,0,M,2-Feb-21,10-Nov-21,NA,NA
Ved,Topkar,8,34773119,10.1038/s41596-021-00626-x,Nature protocols,Biology,0,M,2-Feb-21,10-Nov-21,NA,NA
A,Iafrate,9,34773119,10.1038/s41596-021-00626-x,Nature protocols,Biology,0,M,2-Feb-21,10-Nov-21,NA,NA
Long,Le,10,34773119,10.1038/s41596-021-00626-x,Nature protocols,Biology,0,M,2-Feb-21,10-Nov-21,NA,NA
Martin,Aryee,11,34773119,10.1038/s41596-021-00626-x,Nature protocols,Biology,0,M,2-Feb-21,10-Nov-21,NA,NA
J,Joung,12,34773119,10.1038/s41596-021-00626-x,Nature protocols,Biology,0,M,2-Feb-21,10-Nov-21,NA,NA
Shengdar,Tsai,13,34773119,10.1038/s41596-021-00626-x,Nature protocols,Biology,0,M,2-Feb-21,10-Nov-21,NA,NA
Amy,Reichelt,1,34741153,10.1038/s41596-021-00627-w,Nature protocols,Biology,0,F,21-May-20,5-Nov-21,NA,NA
Cecilia,Kramar,2,34741153,10.1038/s41596-021-00627-w,Nature protocols,Biology,0,F,21-May-20,5-Nov-21,NA,NA
Olivia,Ghosh-Swaby,3,34741153,10.1038/s41596-021-00627-w,Nature protocols,Biology,0,F,21-May-20,5-Nov-21,NA,NA
Paul,Sheppard,4,34741153,10.1038/s41596-021-00627-w,Nature protocols,Biology,0,M,21-May-20,5-Nov-21,NA,NA
Brianne,Kent,5,34741153,10.1038/s41596-021-00627-w,Nature protocols,Biology,0,F,21-May-20,5-Nov-21,NA,NA
Pedro,Bekinschtein,6,34741153,10.1038/s41596-021-00627-w,Nature protocols,Biology,0,M,21-May-20,5-Nov-21,NA,NA
Lisa,Saksida,7,34741153,10.1038/s41596-021-00627-w,Nature protocols,Biology,0,F,21-May-20,5-Nov-21,NA,NA
Timothy,Bussey,8,34741153,10.1038/s41596-021-00627-w,Nature protocols,Biology,0,M,21-May-20,5-Nov-21,NA,NA
Zongyang,Du,1,34759384,10.1038/s41596-021-00628-9,Nature protocols,Biology,0,M,19-Jan-21,10-Nov-21,NA,NA
Hong,Su,2,34759384,10.1038/s41596-021-00628-9,Nature protocols,Biology,0,M,19-Jan-21,10-Nov-21,NA,NA
Wenkai,Wang,3,34759384,10.1038/s41596-021-00628-9,Nature protocols,Biology,0,M,19-Jan-21,10-Nov-21,NA,NA
Lisha,Ye,4,34759384,10.1038/s41596-021-00628-9,Nature protocols,Biology,0,F,19-Jan-21,10-Nov-21,NA,NA
Hong,Wei,5,34759384,10.1038/s41596-021-00628-9,Nature protocols,Biology,0,M,19-Jan-21,10-Nov-21,NA,NA
Zhenling,Peng,6,34759384,10.1038/s41596-021-00628-9,Nature protocols,Biology,0,F,19-Jan-21,10-Nov-21,NA,NA
Ivan,Anishchenko,7,34759384,10.1038/s41596-021-00628-9,Nature protocols,Biology,0,M,19-Jan-21,10-Nov-21,NA,NA
David,Baker,8,34759384,10.1038/s41596-021-00628-9,Nature protocols,Biology,0,M,19-Jan-21,10-Nov-21,NA,NA
Jianyi,Yang,9,34759384,10.1038/s41596-021-00628-9,Nature protocols,Biology,0,M,19-Jan-21,10-Nov-21,NA,NA
Lika,Drakhlis,1,34759383,10.1038/s41596-021-00629-8,Nature protocols,Biology,0,F,29-Mar-21,10-Nov-21,NA,NA
Santoshi,Devadas,2,34759383,10.1038/s41596-021-00629-8,Nature protocols,Biology,0,F,29-Mar-21,10-Nov-21,NA,NA
Robert,Zweigerdt,3,34759383,10.1038/s41596-021-00629-8,Nature protocols,Biology,0,M,29-Mar-21,10-Nov-21,NA,NA
Rozemarijn,Kleinendorst,1,34773120,10.1038/s41596-021-00630-1,Nature protocols,Biology,0,F,18-Feb-21,12-Nov-21,NA,NA
Guido,Barzaghi,2,34773120,10.1038/s41596-021-00630-1,Nature protocols,Biology,0,M,18-Feb-21,12-Nov-21,NA,NA
Mike,Smith,3,34773120,10.1038/s41596-021-00630-1,Nature protocols,Biology,0,M,18-Feb-21,12-Nov-21,NA,NA
Judith,Zaugg,4,34773120,10.1038/s41596-021-00630-1,Nature protocols,Biology,0,F,18-Feb-21,12-Nov-21,NA,NA
Arnaud,Krebs,5,34773120,10.1038/s41596-021-00630-1,Nature protocols,Biology,0,M,18-Feb-21,12-Nov-21,NA,NA
Yi,Xuan,1,34837085,10.1038/s41596-021-00631-0,Nature protocols,Biology,0,M,14-Jun-20,26-Nov-21,NA,NA
Subhadip,Ghatak,2,34837085,10.1038/s41596-021-00631-0,Nature protocols,Biology,0,M,14-Jun-20,26-Nov-21,NA,NA
Andrew,Clark,3,34837085,10.1038/s41596-021-00631-0,Nature protocols,Biology,0,M,14-Jun-20,26-Nov-21,NA,NA
Zhigang,Li,4,34837085,10.1038/s41596-021-00631-0,Nature protocols,Biology,0,M,14-Jun-20,26-Nov-21,NA,NA
Savita,Khanna,5,34837085,10.1038/s41596-021-00631-0,Nature protocols,Biology,0,F,14-Jun-20,26-Nov-21,NA,NA
Dongmin,Pak,6,34837085,10.1038/s41596-021-00631-0,Nature protocols,Biology,0,M,14-Jun-20,26-Nov-21,NA,NA
Mangilal,Agarwal,7,34837085,10.1038/s41596-021-00631-0,Nature protocols,Biology,0,M,14-Jun-20,26-Nov-21,NA,NA
Sashwati,Roy,8,34837085,10.1038/s41596-021-00631-0,Nature protocols,Biology,0,F,14-Jun-20,26-Nov-21,NA,NA
Peter,Duda,9,34837085,10.1038/s41596-021-00631-0,Nature protocols,Biology,0,M,14-Jun-20,26-Nov-21,NA,NA
Chandan,Sen,10,34837085,10.1038/s41596-021-00631-0,Nature protocols,Biology,0,M,14-Jun-20,26-Nov-21,NA,NA
Chengyan,Chu,1,34903870,10.1038/s41596-021-00634-x,Nature protocols,Biology,0,M,21-Sep-20,13-Dec-21,NA,NA
Anna,Jablonska,2,34903870,10.1038/s41596-021-00634-x,Nature protocols,Biology,0,F,21-Sep-20,13-Dec-21,NA,NA
Yue,Gao,3,34903870,10.1038/s41596-021-00634-x,Nature protocols,Biology,0,F,21-Sep-20,13-Dec-21,NA,NA
Xiaoyan,Lan,4,34903870,10.1038/s41596-021-00634-x,Nature protocols,Biology,0,F,21-Sep-20,13-Dec-21,NA,NA
Wojciech,Lesniak,5,34903870,10.1038/s41596-021-00634-x,Nature protocols,Biology,0,M,21-Sep-20,13-Dec-21,NA,NA
Yajie,Liang,6,34903870,10.1038/s41596-021-00634-x,Nature protocols,Biology,0,F,21-Sep-20,13-Dec-21,NA,NA
Guanshu,Liu,7,34903870,10.1038/s41596-021-00634-x,Nature protocols,Biology,0,M,21-Sep-20,13-Dec-21,NA,NA
Shen,Li,8,34903870,10.1038/s41596-021-00634-x,Nature protocols,Biology,0,M,21-Sep-20,13-Dec-21,NA,NA
Tim,Magnus,9,34903870,10.1038/s41596-021-00634-x,Nature protocols,Biology,0,M,21-Sep-20,13-Dec-21,NA,NA
Monica,Pearl,10,34903870,10.1038/s41596-021-00634-x,Nature protocols,Biology,0,F,21-Sep-20,13-Dec-21,NA,NA
Miroslaw,Janowski,11,34903870,10.1038/s41596-021-00634-x,Nature protocols,Biology,0,M,21-Sep-20,13-Dec-21,NA,NA
Piotr,Walczak,12,34903870,10.1038/s41596-021-00634-x,Nature protocols,Biology,0,M,21-Sep-20,13-Dec-21,NA,NA
Jianbo,Fu,1,34952956,10.1038/s41596-021-00636-9,Nature protocols,Biology,0,M,8-May-21,24-Dec-21,NA,NA
Ying,Zhang,2,34952956,10.1038/s41596-021-00636-9,Nature protocols,Biology,0,F,8-May-21,24-Dec-21,NA,NA
Yunxia,Wang,3,34952956,10.1038/s41596-021-00636-9,Nature protocols,Biology,0,F,8-May-21,24-Dec-21,NA,NA
Hongning,Zhang,4,34952956,10.1038/s41596-021-00636-9,Nature protocols,Biology,0,F,8-May-21,24-Dec-21,NA,NA
Jin,Liu,5,34952956,10.1038/s41596-021-00636-9,Nature protocols,Biology,0,M,8-May-21,24-Dec-21,NA,NA
Jing,Tang,6,34952956,10.1038/s41596-021-00636-9,Nature protocols,Biology,0,F,8-May-21,24-Dec-21,NA,NA
Qingxia,Yang,7,34952956,10.1038/s41596-021-00636-9,Nature protocols,Biology,0,F,8-May-21,24-Dec-21,NA,NA
Huaicheng,Sun,8,34952956,10.1038/s41596-021-00636-9,Nature protocols,Biology,0,M,8-May-21,24-Dec-21,NA,NA
Wenqi,Qiu,9,34952956,10.1038/s41596-021-00636-9,Nature protocols,Biology,0,M,8-May-21,24-Dec-21,NA,NA
Yinghui,Ma,10,34952956,10.1038/s41596-021-00636-9,Nature protocols,Biology,0,F,8-May-21,24-Dec-21,NA,NA
Zhaorong,Li,11,34952956,10.1038/s41596-021-00636-9,Nature protocols,Biology,0,M,8-May-21,24-Dec-21,NA,NA
Mingyue,Zheng,12,34952956,10.1038/s41596-021-00636-9,Nature protocols,Biology,0,F,8-May-21,24-Dec-21,NA,NA
Feng,Zhu,13,34952956,10.1038/s41596-021-00636-9,Nature protocols,Biology,0,M,8-May-21,24-Dec-21,NA,NA
Vasileios,Rantos,1,34845384,10.1038/s41596-021-00640-z,Nature protocols,Biology,0,M,20-Dec-20,29-Nov-21,NA,NA
Kai,Karius,2,34845384,10.1038/s41596-021-00640-z,Nature protocols,Biology,0,M,20-Dec-20,29-Nov-21,NA,NA
Jan,Kosinski,3,34845384,10.1038/s41596-021-00640-z,Nature protocols,Biology,0,M,20-Dec-20,29-Nov-21,NA,NA
Hannah,Grunwald,1,34949863,10.1038/s41596-021-00646-7,Nature protocols,Biology,0,F,15-May-21,23-Dec-21,NA,NA
Alexander,Weitzel,2,34949863,10.1038/s41596-021-00646-7,Nature protocols,Biology,0,M,15-May-21,23-Dec-21,NA,NA
Kimberly,Cooper,3,34949863,10.1038/s41596-021-00646-7,Nature protocols,Biology,0,F,15-May-21,23-Dec-21,NA,NA
Jaspreet,Pannu,1,34873329,10.1038/s41596-021-00655-6,Nature protocols,Biology,0,M,16-Mar-21,6-Dec-21,NA,NA
Jonas,Sandbrink,2,34873329,10.1038/s41596-021-00655-6,Nature protocols,Biology,0,M,16-Mar-21,6-Dec-21,NA,NA
Matthew,Watson,3,34873329,10.1038/s41596-021-00655-6,Nature protocols,Biology,0,M,16-Mar-21,6-Dec-21,NA,NA
Megan,Palmer,4,34873329,10.1038/s41596-021-00655-6,Nature protocols,Biology,0,F,16-Mar-21,6-Dec-21,NA,NA
David,Relman,5,34873329,10.1038/s41596-021-00655-6,Nature protocols,Biology,0,M,16-Mar-21,6-Dec-21,NA,NA
Zikou,Liu,1,34698396,10.15252/embj.2019103718,The EMBO journal,Biology,0,M,14-Oct-19,26-Oct-21,NA,NA
Laura,Dagley,2,34698396,10.15252/embj.2019103718,The EMBO journal,Biology,0,F,14-Oct-19,26-Oct-21,NA,NA
Kristy,Shield-Artin,3,34698396,10.15252/embj.2019103718,The EMBO journal,Biology,0,F,14-Oct-19,26-Oct-21,NA,NA
Samuel,Young,4,34698396,10.15252/embj.2019103718,The EMBO journal,Biology,0,M,14-Oct-19,26-Oct-21,NA,NA
Aleksandra,Bankovacki,5,34698396,10.15252/embj.2019103718,The EMBO journal,Biology,0,F,14-Oct-19,26-Oct-21,NA,NA
Xiangyi,Wang,6,34698396,10.15252/embj.2019103718,The EMBO journal,Biology,0,F,14-Oct-19,26-Oct-21,NA,NA
Michelle,Tang,7,34698396,10.15252/embj.2019103718,The EMBO journal,Biology,0,F,14-Oct-19,26-Oct-21,NA,NA
Jason,Howitt,8,34698396,10.15252/embj.2019103718,The EMBO journal,Biology,0,M,14-Oct-19,26-Oct-21,NA,NA
Che,Stafford,9,34698396,10.15252/embj.2019103718,The EMBO journal,Biology,0,M,14-Oct-19,26-Oct-21,NA,NA
Ueli,Nachbur,10,34698396,10.15252/embj.2019103718,The EMBO journal,Biology,0,M,14-Oct-19,26-Oct-21,NA,NA
Cheree,Fitzgibbon,11,34698396,10.15252/embj.2019103718,The EMBO journal,Biology,0,F,14-Oct-19,26-Oct-21,NA,NA
Sarah,Garnish,12,34698396,10.15252/embj.2019103718,The EMBO journal,Biology,0,F,14-Oct-19,26-Oct-21,NA,NA
Andrew,Webb,13,34698396,10.15252/embj.2019103718,The EMBO journal,Biology,0,M,14-Oct-19,26-Oct-21,NA,NA
David,Komander,14,34698396,10.15252/embj.2019103718,The EMBO journal,Biology,0,M,14-Oct-19,26-Oct-21,NA,NA
James,Murphy,15,34698396,10.15252/embj.2019103718,The EMBO journal,Biology,0,M,14-Oct-19,26-Oct-21,NA,NA
Joanne,Hildebrand,16,34698396,10.15252/embj.2019103718,The EMBO journal,Biology,0,F,14-Oct-19,26-Oct-21,NA,NA
John,Silke,17,34698396,10.15252/embj.2019103718,The EMBO journal,Biology,0,M,14-Oct-19,26-Oct-21,NA,NA
Laurent,Cappadocia,1,34585421,10.15252/embj.2019103787,The EMBO journal,Biology,0,M,19-Oct-19,29-Sep-21,NA,NA
Tomasz,Kochańczyk,2,34585421,10.15252/embj.2019103787,The EMBO journal,Biology,0,M,19-Oct-19,29-Sep-21,NA,NA
Christopher,Lima,3,34585421,10.15252/embj.2019103787,The EMBO journal,Biology,0,M,19-Oct-19,29-Sep-21,NA,NA
Barbara,Ben Yamin,1,34533226,10.15252/embj.2020104543,The EMBO journal,Biology,0,F,19-Oct-19,29-Sep-21,NA,NA
Sana,Ahmed-Seghir,2,34533226,10.15252/embj.2020104543,The EMBO journal,Biology,0,F,19-Oct-19,29-Sep-21,NA,NA
Junya,Tomida,3,34533226,10.15252/embj.2020104543,The EMBO journal,Biology,0,F,19-Oct-19,29-Sep-21,NA,NA
Emmanuelle,Despras,4,34533226,10.15252/embj.2020104543,The EMBO journal,Biology,0,F,19-Oct-19,29-Sep-21,NA,NA
Caroline,Pouvelle,5,34533226,10.15252/embj.2020104543,The EMBO journal,Biology,0,F,19-Oct-19,29-Sep-21,NA,NA
Andrey,Yurchenko,6,34533226,10.15252/embj.2020104543,The EMBO journal,Biology,0,M,19-Oct-19,29-Sep-21,NA,NA
Jordane,Goulas,7,34533226,10.15252/embj.2020104543,The EMBO journal,Biology,0,F,19-Oct-19,29-Sep-21,NA,NA
Raphael,Corre,8,34533226,10.15252/embj.2020104543,The EMBO journal,Biology,0,M,19-Oct-19,29-Sep-21,NA,NA
Quentin,Delacour,9,34533226,10.15252/embj.2020104543,The EMBO journal,Biology,0,M,19-Oct-19,29-Sep-21,NA,NA
Nathalie,Droin,10,34533226,10.15252/embj.2020104543,The EMBO journal,Biology,0,F,19-Oct-19,29-Sep-21,NA,NA
