"","ForeName","X","DOI","Middle1","Middle2","LastName","Order","Title","PMID","Journal","Address","CitationCount","proportion_male","proportion_female","gender","year_min","year_max"
"387","Carol",1953,"10.15252/embj.2020107264","","","Schuurmans",13,"Photoreceptor nanotubes mediate the in vivo exchange of intracellular material.",34494680,"The EMBO journal","Department of Laboratory Medicine and Pathobiology, University of Toronto, Toronto, ON, Canada",3,0.0072,0.9928,"female",1932,2012
"388","Carole",2770,"10.15252/msb.202110851","","","Goble",81,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,0.0023,0.9977,"female",1932,2012
"389","Carolina",1378,"10.1016/j.cell.2021.12.005","Alcantara","","Hirsch",7,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion.",34963055,"Cell","Department of Biochemistry and Molecular Pharmacology, New York University Grossman School of Medicine, New York, NY 10016, USA",0,0.0034,0.9966,"female",1932,2012
"390","Caroline",1094,"10.1016/j.cell.2021.11.027","B","","Palavicino-Maggio",3,"Using virtual interviewing to create a more accessible hybrid academic job market.",34942095,"Cell","Department of Neurobiology, Harvard Medical School, Boston, MA, USA",0,0.0015,0.9985,"female",1932,2012
"391","Caroline",1800,"10.15252/embj.2020104543","","","Pouvelle",5,"DNA polymerase zeta contributes to heterochromatin replication to prevent genome instability.",34533226,"The EMBO journal","CNRS-UMR9019, Equipe labellisée Ligue Contre le Cancer, Gustave Roussy, Paris-Saclay Université, Villejuif, France",0,0.0015,0.9985,"female",1932,2012
"392","Carsten",1678,"10.1038/s41596-021-00624-z","","","Hopf",4,"Label-free cell assays to determine compound uptake or drug action using MALDI-TOF mass spectrometry.",34759382,"Nature protocols","Center for Mass Spectrometry and Optical Spectroscopy (CeMOS), Mannheim University of Applied Sciences, Mannheim, Germany. c.hopf@hs-mannheim",0,1,0,"male",1932,2012
"393","Casey",1116,"10.1016/j.cell.2021.11.029","N","","Cook",12,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.",34890553,"Cell","",0,0.575,0.425,"male",1932,2012
"394","Cathrin",2442,"10.15252/embj.2021108788","","","Gramminger",3,"The nucleoporin Nup50 activates the Ran guanine nucleotide exchange factor RCC1 to promote NPC assembly at the end of mitosis.",34725842,"The EMBO journal","Friedrich Miescher Laboratory of the Max Planck Society, Tübingen, Germany",1,0,1,"female",1932,2012
"395","Cathy",1337,"10.1016/j.cell.2021.12.004","","","Cai",21,"Discovering dominant tumor immune archetypes in a pan-cancer census.",34963056,"Cell","Department of Pathology, University of California, San Francisco, San Francisco, CA 94143, USA",0,0.0019,0.9981,"female",1932,2012
"396","Catrina",2568,"10.15252/embj.2021109445","","","Spruce",2,"Genetic control of the pluripotency epigenome determines differentiation bias in mouse embryonic stem cells.",34931323,"The EMBO journal","The Jackson Laboratory, Bar Harbor, ME, USA",0,0,1,"female",1932,2012
"397","Cecilia",1702,"10.1038/s41596-021-00627-w","P","","Kramar",2,"The spontaneous location recognition task for assessing spatial pattern separation and memory across a delay in rats and mice.",34741153,"Nature protocols","Douglas Hospital Research Centre, Department of Psychiatry, McGill University, Montreal, Quebec, Canada",0,0.0023,0.9977,"female",1932,2012
"398","Cecilia",210,"10.1016/j.cell.2021.10.002","","","Cotta-Ramusino",10,"Mapping the genetic landscape of DNA double-strand break repair.",34672952,"Cell","Editas Medicine, Cambridge, MA 02141, USA. Electronic address: cecilia.cotta@gmail",0,0.0023,0.9977,"female",1932,2012
"399","Cedric",1920,"10.15252/embj.2020106837","H","","De Smet",11,"Molecular species selectivity of lipid transport creates a mitochondrial sink for di-unsaturated phospholipids.",34873731,"The EMBO journal","Membrane Biochemistry &amp",0,0.9923,0.0077,"male",1932,2012
"400","Cédric",2550,"10.15252/embj.2021109221","","","Blanpain",3,"Deciphering functional tumor states at single-cell resolution.",34918370,"The EMBO journal","Laboratory of Stem Cells and Cancer, Université Libre de Bruxelles, Brussels, Belgium",0,NA,NA,NA,NA,NA
"401","Cédric",1452,"10.1038/s41580-021-00428-9","","","Blanpain",4,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.",34654908,"Nature reviews. Molecular cell biology","Laboratory of Stem Cells and Cancer, Université Libre de Bruxelles, Bruxelles, Belgium",0,NA,NA,NA,NA,NA
"402","Celeste",2270,"10.15252/embj.2021108307","D","","Rosencrance",12,"UBR7 acts as a histone chaperone for post-nucleosomal histone H3.",34786730,"The EMBO journal","Department of Biochemistry and Molecular Genetics, Northwestern University Feinberg School of Medicine, Chicago, IL, USA",0,8e-04,0.9992,"female",1932,2012
"403","Celine",75,"10.1016/j.cell.2021.09.023","","","Santiago",2,"Mechanoreceptor synapses in the brainstem shape the central representation of touch.",34637701,"Cell","Department of Neurobiology, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA",0,0,1,"female",1932,2012
"404","Cem",828,"10.1016/j.cell.2021.11.008","","","Meydan",20,"Fundamental Biological Features of Spaceflight: Advancing the Field to Enable Deep-Space Exploration.",34822785,"Cell","",0,1,0,"male",1932,2012
"405","Cemil",1896,"10.15252/embj.2020106459","","","Kerimoglu",3,"Postnatal expression of the lysine methyltransferase SETD1B is essential for learning and the regulation of neuron-enriched genes.",34806773,"The EMBO journal","Department for Systems Medicine and Epigenetics, German Center for Neurodegenerative Diseases (DZNE), Göttingen, Germany",0,NA,NA,NA,NA,NA
"406","Chan",1651,"10.1038/s41596-021-00622-1","Hum","","Park",14,"3D bioprinted silk fibroin hydrogels for tissue engineering.",34716451,"Nature protocols","Nano-Bio Regenerative Medical Institute, College of Medicine, Hallym University, Chuncheon, Republic of Korea. hlpch@paran",0,0.8023,0.1977,"male",1932,2012
"407","Chandan",1726,"10.1038/s41596-021-00631-0","K","","Sen",10,"Fabrication and use of silicon hollow-needle arrays to achieve tissue nanotransfection in mouse tissue in vivo.",34837085,"Nature protocols","Indiana Center for Regenerative Medicine and Engineering, Indiana University Health Comprehensive Wound Center, Department of Surgery, Indiana University School of Medicine, Indianapolis, IN, USA. cksen@iu",0,1,0,"male",1932,2012
"408","Chang-Gong",1133,"10.1016/j.cell.2021.11.030","","","Liu",13,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.",34942100,"Cell","",0,NA,NA,NA,NA,NA
"409","Chantell",1091,"10.1016/j.cell.2021.11.027","S","","Evans",5,"Using virtual interviewing to create a more accessible hybrid academic job market.",34942095,"Cell","Department of Cell Biology, Duke University Medical School, Durham, NC, USA. Electronic address: chantell.evans@duke",0,0.0014,0.9986,"female",1932,2012
"410","Charalampia",79,"10.1016/j.cell.2021.09.023","","","Koutsioumpa",10,"Mechanoreceptor synapses in the brainstem shape the central representation of touch.",34637701,"Cell","Department of Neurobiology, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA",0,NA,NA,NA,NA,NA
"411","Charles",2713,"10.15252/msb.202110851","","","Auffray",137,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,0.9949,0.0051,"male",1932,2012
"412","Charles",168,"10.1016/j.cell.2021.09.035","D","","Murin",2,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.",34715022,"Cell","Department of Integrative Structural and Computational Biology, The Scripps Research Institute, La Jolla, CA 92037, USA",0,0.9949,0.0051,"male",1932,2012
"413","Charlotte",1906,"10.15252/embj.2020106523","","","Uetrecht",10,"Caldendrin and myosin V regulate synaptic spine apparatus localization via ER stabilization in dendritic spines.",34935159,"The EMBO journal","Leibniz Institute for Experimental Virology (HPI), Hamburg, Germany",0,0.0022,0.9978,"female",1932,2012
"414","Charlotte",2361,"10.15252/embj.2021108605","","","Mezö",3,"Commensal microbiota divergently affect myeloid subsets in the mammalian central nervous system during homeostasis and disease.",34622466,"The EMBO journal","Institute of Neuropathology, Faculty of Medicine, University of Freiburg, Freiburg, Germany",0,0.0022,0.9978,"female",1932,2012
"415","Charlotte",1253,"10.1016/j.cell.2021.11.033","","","Thibeault",43,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.",34914922,"Cell","Charité - Universitätsmedizin Berlin, Department of Infectious Diseases and Respiratory Medicine, Charité, Universitätsmedizin Berlin, Berlin, Germany",0,0.0022,0.9978,"female",1932,2012
"416","Charlotte",609,"10.1016/j.cell.2021.10.027","","","Lietaer",7,"Visualizing in deceased COVID-19 patients how SARS-CoV-2 attacks the respiratory and olfactory mucosae but spares the olfactory bulb.",34798069,"Cell","Department of Otorhinolaryngology, Head and Neck Surgery, AZ Sint-Jan Brugge-Oostende AV, Bruges, Belgium",0,0.0022,0.9978,"female",1932,2012
"417","Charly",921,"10.1016/j.cell.2021.11.016","R","","Good",1,"An NK-like CAR T cell transition in CAR T cell dysfunction.",34861191,"Cell","Department of Cell and Developmental Biology, Penn Institute of Epigenetics, Perelman School of Medicine, Philadelphia, PA 19104, USA",0,0.3583,0.6417,"female",1932,2012
"418","Chase",226,"10.1016/j.cell.2021.10.005","L","","Beisel",2,"Illuminating the path to DNA repair.",34715020,"Cell","Helmholtz Institute for RNA-based Infection Research (HIRI), Helmholtz Centre for Infection Research (HZI), Josef-Schneider-Str. 2/D15, 97080 Würzburg, Germany",0,0.9759,0.0241,"male",1932,2012
"419","Chaya",1487,"10.1038/s41580-021-00428-9","","","Kalcheim",19,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.",34654908,"Nature reviews. Molecular cell biology","Department of Medical Neurobiology, Institute for medical Research Israel-Canada and the Safra Center for Neurosciences, Hebrew University of Jerusalem, Hadassah Medical School, Jerusalem, Israel",0,0.001,0.999,"female",1932,2012
"420","Che",1783,"10.15252/embj.2019103718","A","","Stafford",9,"Oligomerization-driven MLKL ubiquitylation antagonizes necroptosis.",34698396,"The EMBO journal","Gene Centre and Department of Biochemistry, Ludwig Maximilian University of Munich, Munich, Germany",0,0.8317,0.1683,"male",1932,2012
"421","Chelsey",1093,"10.1016/j.cell.2021.11.027","C","","Spriggs",4,"Using virtual interviewing to create a more accessible hybrid academic job market.",34942095,"Cell","Department of Cell and Developmental Biology, University of Michigan Medical School, Ann Arbor, MI, USA",0,0.002,0.998,"female",1932,2012
"422","Chen",199,"10.1016/j.cell.2021.10.001","","","Xiao",4,"Glycogen accumulation and phase separation drives liver tumor initiation.",34678143,"Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China",0,0.7118,0.2882,"male",1932,2012
"423","Chen",896,"10.1016/j.cell.2021.11.011","","","Shen",4,"NLRP3 cages revealed by full-length mouse NLRP3 structure control pathway activation.",34861190,"Cell","Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA",0,0.7118,0.2882,"male",1932,2012
"424","Chen",503,"10.1016/j.cell.2021.10.023","","","Jiang",28,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.",34767776,"Cell","",0,0.7118,0.2882,"male",1932,2012
"425","Chen",135,"10.1016/j.cell.2021.09.032","","","Shen",1,"Phase separation drives RNA virus-induced activation of the NLRP6 inflammasome.",34678144,"Cell","Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA",0,0.7118,0.2882,"male",1932,2012
"426","Cheng",2095,"10.15252/embj.2021107839","Kit","","Wong",3,"Non-genetic and genetic rewiring underlie adaptation to hypomorphic alleles of an essential gene.",34528284,"The EMBO journal","Institute of Medical Biology (IMB), Agency for Science, Technology and Research (A*STAR), Singapore, Singapore",0,0.9371,0.0629,"male",1932,2012
"427","Cheng",201,"10.1016/j.cell.2021.10.001","","","Nian",6,"Glycogen accumulation and phase separation drives liver tumor initiation.",34678143,"Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China",0,0.9371,0.0629,"male",1932,2012
"428","Cheng-Wu",1930,"10.15252/embj.2020106847","","","Liu",3,"MtNPF6.5 mediates chloride uptake and nitrate preference in Medicago roots.",34523752,"The EMBO journal","John Innes Centre, Norwich Research Park, Norwich, UK",0,NA,NA,NA,NA,NA
"429","Chengchen",2291,"10.15252/embj.2021108415","","","Zhao",9,"Single-cell transcriptomics of LepR-positive skeletal cells reveals heterogeneous stress-dependent stem and progenitor pools.",34957577,"The EMBO journal","Institute for Regenerative Medicine, Shanghai East Hospital, Frontier Science Center for Stem Cell Research, Shanghai Key Laboratory of Signaling and Disease Research, School of Life Sciences and Technology, Tongji University, Shanghai, China",0,NA,NA,NA,NA,NA
"430","Chengyan",1741,"10.1038/s41596-021-00634-x","","","Chu",1,"Hyperosmolar blood-brain barrier opening using intra-arterial injection of hyperosmotic mannitol in mice under real-time MRI guidance.",34903870,"Nature protocols","Department of Diagnostic Radiology and Nuclear Medicine, University of Maryland School of Medicine, Baltimore, MD, USA",0,NA,NA,NA,NA,NA
"431","Chengyue",1615,"10.1038/s41596-021-00617-y","","","Wu",3,"Quantitative magnetic resonance imaging and tumor forecasting of breast cancer patients in the community setting.",34552262,"Nature protocols","Oden Institute for Computational Engineering and Sciences, Austin, TX, USA",0,NA,NA,NA,NA,NA
"432","Chenxi",2143,"10.15252/embj.2021108065","","","Jia",7,"PKM2-TMEM33 axis regulates lipid homeostasis in cancer cells by controlling SCAP stability.",34487377,"The EMBO journal","School of Pharmacy, University of Wisconsin-Madison, Madison, WI, USA",0,0,1,"female",1932,2012
"433","Chenyi",2061,"10.15252/embj.2021107739","","","An",5,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.",34913508,"The EMBO journal","Department of Cell Biology and Department of Cardiology of the Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China",0,NA,NA,NA,NA,NA
"434","Cheree",1773,"10.15252/embj.2019103718","","","Fitzgibbon",11,"Oligomerization-driven MLKL ubiquitylation antagonizes necroptosis.",34698396,"The EMBO journal","The Walter and Eliza Hall Institute of Medical Research, Parkville, VIC, Australia",0,0,1,"female",1932,2012
"435","Cherie'",1180,"10.1016/j.cell.2021.11.031","R","","Scurrah",2,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.",34910928,"Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA",0,NA,NA,NA,NA,NA
"436","Cheryl",386,"10.1016/j.cell.2021.10.015","","","Dissanayake",35,"Autism-related dietary preferences mediate autism-gut microbiome associations.",34767757,"Cell","Olga Tennison Autism Research Centre, La Trobe University, Bundoora, Victoria 3086, Australia",0,0.0021,0.9979,"female",1932,2012
"437","Chi",1641,"10.1038/s41596-021-00621-2","","","Yao",1,"Rolling circle amplification (RCA)-based DNA hydrogel.",34716450,"Nature protocols","Frontiers Science Center for Synthetic Biology, Key Laboratory of Systems Bioengineering (MOE), School of Chemical Engineering and Technology, Tianjin University, Tianjin, P. R. China",0,0.4339,0.5661,"female",1932,2012
"438","Chia-Wei",1660,"10.1038/s41596-021-00623-0","","","Chou",2,"Expression and characterization of SARS-CoV-2 spike proteins.",34611365,"Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA",0,NA,NA,NA,NA,NA
"439","Chiara",2583,"10.15252/embj.2021109727","","","Zurzolo",2,"Seeing eye to eye: photoreceptors employ nanotube-like connections for material transfer.",34661299,"The EMBO journal","Unité de Trafic Membranaire et Pathogénèse, Département de Biologie Cellulaire et Infection, Institut Pasteur, Université de Paris, CNRS UMR3691, Paris, France",0,0,1,"female",1932,2012
"440","Chiara",2320,"10.15252/embj.2021108518","","","Giannone",1,"Biogenesis of secretory immunoglobulin M requires intermediate non-native disulfide bonds and engagement of the protein disulfide isomerase ERp44.",34957576,"The EMBO journal","Division of Genetics and Cell Biology, Università Vita-Salute IRCCS Ospedale San Raffaele, Milano, Italy",0,0,1,"female",1932,2012
"441","Chie",2083,"10.15252/embj.2021107757","","","Seki",9,"A genetically targeted reporter for PET imaging of deep neuronal circuits in mammalian brains.",34636430,"The EMBO journal","Department of Functional Brain Imaging, National Institutes for Quantum and Radiological Science and Technology, Chiba, Japan",0,0,1,"female",1932,2012
"442","Chien-Ting",1055,"10.1016/j.cell.2021.11.023","","","Wu",5,"A defective viral genome strategy elicits broad protective immunity against respiratory viruses.",34852237,"Cell","Baxter Laboratory for Stem Cell Biology, Department of Microbiology &amp",3,NA,NA,NA,NA,NA
"443","Chikashi",755,"10.1016/j.cell.2021.11.003","","","Terao",12,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"Cell","",0,NA,NA,NA,NA,NA
"444","Ching-Lin",1676,"10.1038/s41596-021-00623-0","","","Hsieh",5,"Expression and characterization of SARS-CoV-2 spike proteins.",34611365,"Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA",0,NA,NA,NA,NA,NA
"445","Chloe",407,"10.1016/j.cell.2021.10.015","X","","Yap",1,"Autism-related dietary preferences mediate autism-gut microbiome associations.",34767757,"Cell","Mater Research Institute, The University of Queensland, Woolloongabba, Queensland 4102, Australia",0,0.0016,0.9984,"female",1932,2012
"446","Chloe",1370,"10.1016/j.cell.2021.12.004","E","","Atreya",26,"Discovering dominant tumor immune archetypes in a pan-cancer census.",34963056,"Cell","UCSF Immunoprofiler Initiative, University of California, San Francisco, San Francisco, CA 94143, USA",0,0.0016,0.9984,"female",1932,2012
"447","Chonghai",486,"10.1016/j.cell.2021.10.023","","","Yin",51,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.",34767776,"Cell","",0,NA,NA,NA,NA,NA
"448","Chris",2702,"10.15252/msb.202110851","T","","Evelo",127,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,0.8507,0.1493,"male",1932,2012
"449","Chris",701,"10.1016/j.cell.2021.11.001","","","de Graaf",9,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.",34822784,"Cell","Sosei-Heptares, Steinmetz Building, Granta Park, Cambridge, CB21 6DG, UK",0,0.8507,0.1493,"male",1932,2012
"450","Chris",2807,"10.15252/msb.202110851","","","Sander",117,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,0.8507,0.1493,"male",1932,2012
"451","Christer",1919,"10.15252/embj.2020106837","S","","Ejsing",12,"Molecular species selectivity of lipid transport creates a mitochondrial sink for di-unsaturated phospholipids.",34873731,"The EMBO journal","Department of Biochemistry and Molecular Biology, VILLUM Center for Bioanalytical Sciences, University of Southern Denmark, Odense, Denmark",0,1,0,"male",1932,2012
"452","Christian",2010,"10.15252/embj.2020107568","","","Gallrein",8,"The cellular modifier MOAG-4/SERF drives amyloid formation through charge complementation.",34617299,"The EMBO journal","Department of Molecular Physiology and Cell Biology, Leibniz Research Institute for Molecular Pharmacology im Forschungsverbund Berlin e.V. (FMP), Berlin, Germany",0,0.9491,0.0509,"male",1932,2012
"453","Christian",582,"10.1016/j.cell.2021.10.026","J","","Bellissimo",2,"Over-celling fetal microbial exposure.",34822779,"Cell","Department of Biochemistry and Biomedical Sciences, McMaster University, Hamilton, ON, Canada",0,0.9491,0.0509,"male",1932,2012
"454","Christian",1220,"10.1016/j.cell.2021.11.033","","","Drosten",47,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.",34914922,"Cell","Charité - Universitätsmedizin Berlin, Institute of Virology, Charité Universitätsmedizin Berlin, Berlin, Germany",0,0.9491,0.0509,"male",1932,2012
"455","Christian",2024,"10.15252/embj.2021107640","M","","Lucas",4,"Exon-independent recruitment of SRSF1 is mediated by U1 snRNP stem-loop 3.",34779515,"The EMBO journal","Leicester Institute of Structural &amp",0,0.9491,0.0509,"male",1932,2012
"456","Christian",2212,"10.15252/embj.2021108234","","","Seiser",31,"DNA hypomethylation leads to cGAS-induced autoinflammation in the epidermis.",34586646,"The EMBO journal","Division of Cell and Developmental Biology, Center for Anatomy and Cell Biology, Medical University of Vienna, Vienna, Austria",0,0.9491,0.0509,"male",1932,2012
"457","Christian",1832,"10.15252/embj.2020105531","","","Gonzalez-Billault",25,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.",34904718,"The EMBO journal","FONDAP Center for Geroscience, Brain Health and Metabolism, Santiago, Chile",0,0.9491,0.0509,"male",1932,2012
"458","Christian",2109,"10.15252/embj.2021107958","","","Lüchtenborg",3,"Ice2 promotes ER membrane biogenesis in yeast by inhibiting the conserved lipin phosphatase complex.",34617598,"The EMBO journal","Heidelberg University Biochemistry Center (BZH), Heidelberg, Germany",0,0.9491,0.0509,"male",1932,2012
"459","Christian",1239,"10.1016/j.cell.2021.11.033","","","Conrad",58,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.",34914922,"Cell","Center for Digital Health, Berlin Institute of Health (BIH) and Charité - Universitätsmedizin Berlin, corporate member of Freie Universität Berlin, Humboldt-Universität zu Berlin, Berlin, Germany",0,0.9491,0.0509,"male",1932,2012
"460","Christian",2202,"10.15252/embj.2021108234","","","Schöfer",13,"DNA hypomethylation leads to cGAS-induced autoinflammation in the epidermis.",34586646,"The EMBO journal","Division of Cell and Developmental Biology, Center for Anatomy and Cell Biology, Medical University of Vienna, Vienna, Austria",0,0.9491,0.0509,"male",1932,2012
"461","Christian",1944,"10.15252/embj.2020106973","I","","Hong",20,"Ontogeny and function of the circadian clock in intestinal organoids.",34704277,"The EMBO journal","Department of Pharmacology &amp",0,0.9491,0.0509,"male",1932,2012
"462","Christian",2451,"10.15252/embj.2021108788","","","Preisinger",13,"The nucleoporin Nup50 activates the Ran guanine nucleotide exchange factor RCC1 to promote NPC assembly at the end of mitosis.",34725842,"The EMBO journal","Proteomics Facility, Interdisciplinary Centre for Clinical Research (IZKF), Medical School, RWTH Aachen University, Aachen, Germany",1,0.9491,0.0509,"male",1932,2012
"463","Christiane",2390,"10.15252/embj.2021108662","","","Kummer",3,"Microglial PD-1 stimulation by astrocytic PD-L1 suppresses neuroinflammation and Alzheimer's disease pathology.",34825707,"The EMBO journal","Department of Neurodegenerative Diseases and Geriatric Psychiatry, University of Bonn Medical Faculty, Bonn, Germany",0,0.0026,0.9974,"female",1932,2012
"464","Christin",1244,"10.1016/j.cell.2021.11.033","","","Mache",7,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.",34914922,"Cell","Unit 17 Influenza and other Respiratory Viruses, Robert Koch Institute, Berlin, Germany",0,0.0745,0.9255,"female",1932,2012
"465","Christina",1118,"10.1016/j.cell.2021.11.029","E","","Lee",2,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.",34890553,"Cell","",0,0.004,0.996,"female",1932,2012
"466","Christina",1096,"10.1016/j.cell.2021.11.027","M","","Termini",1,"Using virtual interviewing to create a more accessible hybrid academic job market.",34942095,"Cell","Department of Orthopaedic Surgery, University of California, Los Angeles, Los Angeles, CA, USA",0,0.004,0.996,"female",1932,2012
"467","Christina",305,"10.1016/j.cell.2021.10.011","","","Dold",51,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"Cell","Oxford Vaccine Group, Department of Paediatrics, University of Oxford, Oxford, UK",24,0.004,0.996,"female",1932,2012
"468","Christina",2385,"10.15252/embj.2021108662","","","Ising",2,"Microglial PD-1 stimulation by astrocytic PD-L1 suppresses neuroinflammation and Alzheimer's disease pathology.",34825707,"The EMBO journal","Department of Neurodegenerative Diseases and Geriatric Psychiatry, University of Bonn Medical Faculty, Bonn, Germany",0,0.004,0.996,"female",1932,2012
"469","Christina",2214,"10.15252/embj.2021108234","","","Folie",11,"DNA hypomethylation leads to cGAS-induced autoinflammation in the epidermis.",34586646,"The EMBO journal","Division of Cell and Developmental Biology, Center for Anatomy and Cell Biology, Medical University of Vienna, Vienna, Austria",0,0.004,0.996,"female",1932,2012
"470","Christine",658,"10.1016/j.cell.2021.10.031","","","Czerniak",15,"Infodemics: A new challenge for public health.",34890548,"Cell","Global Infectious Hazards Preparedness Department, World Health Organization, Geneva, Switzerland",1,0.0032,0.9968,"female",1932,2012
"471","Christine",1273,"10.1016/j.cell.2021.11.033","","","Goffinet",48,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.",34914922,"Cell","Berlin Institute of Health (BIH), Berlin, Germany",0,0.0032,0.9968,"female",1932,2012
"472","Christine",2490,"10.15252/embj.2021108883","T","","Styles",10,"CRYPTOCHROMES promote daily protein homeostasis.",34842284,"The EMBO journal","Department of Infectious Diseases, Imperial College, London, UK",0,0.0032,0.9968,"female",1932,2012
"473","Christine",1495,"10.1038/s41580-021-00429-8","","","Mummery",1,"New guidelines for embryo and stem cell research.",34686868,"Nature reviews. Molecular cell biology","Leiden University Medical Center, Leiden, Netherlands. c.l.mummery@lumc",0,0.0032,0.9968,"female",1932,2012
"474","Christoffer",719,"10.1016/j.cell.2021.11.001","","","Bundgaard",25,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.",34822784,"Cell","Eli Lilly &amp",0,1,0,"male",1932,2012
"475","Christoph",2434,"10.15252/embj.2021108714","","","Sommer",3,"Neurotransmitter signaling regulates distinct phases of multimodal human interneuron migration.",34661293,"The EMBO journal","Institute of Science and Technology Austria (IST Austria), Klosterneuburg, Austria",1,1,0,"male",1932,2012
"476","Christoph",2311,"10.15252/embj.2021108439","D","","Schmid",7,"A regulatory phosphorylation site on Mec1 controls chromatin occupancy of RNA polymerases during replication stress.",34569643,"The EMBO journal","Friedrich Miescher Institute for Biomedical Research, Basel, Switzerland",0,1,0,"male",1932,2012
"477","Christophe",610,"10.1016/j.cell.2021.10.027","","","Vandenbriele",26,"Visualizing in deceased COVID-19 patients how SARS-CoV-2 attacks the respiratory and olfactory mucosae but spares the olfactory bulb.",34798069,"Cell","Department of Cardiovascular Sciences, KU Leuven, Leuven, Belgium",0,1,0,"male",1932,2012
"478","Christopher",1827,"10.15252/embj.2020105531","","","Reardon",21,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.",34904718,"The EMBO journal","Department of Neurology, University of Massachusetts Medical School, Worcester, MA, USA",0,0.995,0.005,"male",1932,2012
"479","Christopher",694,"10.1016/j.cell.2021.11.001","J","","Langmead",42,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.",34822784,"Cell","Sosei-Heptares, Steinmetz Building, Granta Park, Cambridge, CB21 6DG, UK",0,0.995,0.005,"male",1932,2012
"480","Christopher",2577,"10.15252/embj.2021109558","H","","Lee",1,"Some viruses need to phase-separate to replicate.",34569635,"The EMBO journal","Department of Microbiology and Molecular Genetics, University of Pittsburgh School of Medicine, Pittsburgh, PA, USA",0,0.995,0.005,"male",1932,2012
"481","Christopher",1788,"10.15252/embj.2019103787","D","","Lima",3,"DNA asymmetry promotes SUMO modification of the single-stranded DNA-binding protein RPA.",34585421,"The EMBO journal","Structural Biology Program, Sloan Kettering Institute, New York, NY, USA",0,0.995,0.005,"male",1932,2012
"482","Christopher",298,"10.1016/j.cell.2021.10.011","J","A","Duncan",52,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"Cell","Translational and Clinical Research Institute Immunity and Inflammation Theme, Newcastle University, Newcastle, UK",24,0.995,0.005,"male",1932,2012
"483","Christopher",2567,"10.15252/embj.2021109445","L","","Baker",9,"Genetic control of the pluripotency epigenome determines differentiation bias in mouse embryonic stem cells.",34931323,"The EMBO journal","The Jackson Laboratory, Bar Harbor, ME, USA",0,0.995,0.005,"male",1932,2012
