"","ForeName","Middle1","Middle2","LastName","PMID","Title","DOI","Journal","Address","Unique"
"455","Matthias","","","Selbach",34914922,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","10.1016/j.cell.2021.11.033","Cell","Max Delbrück Center for Molecular Medicine in the Helmholtz Association (MDC), Proteome Dynamics, Berlin, Germany","Matthias Selbach 34914922"
"456","Antoine-Emmanuel","","","Saliba",34914922,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","10.1016/j.cell.2021.11.033","Cell","Helmholtz Institute for RNA-based Infection Research (HIRI), Helmholtz-Center for Infection Research (HZI), Würzburg, Germany. Electronic address: emmanuel.saliba@helmholtz-hiri","Antoine-Emmanuel Saliba 34914922"
"457","Leif","Erik","","Sander",34914922,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","10.1016/j.cell.2021.11.033","Cell","Charité - Universitätsmedizin Berlin, Department of Infectious Diseases and Respiratory Medicine, Charité, Universitätsmedizin Berlin, Berlin, Germany","Leif Sander 34914922"
"458","Bob","","","Chen",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Program in Chemical and Physical Biology, Vanderbilt University School of Medicine, Nashville, TN, USA","Bob Chen 34910928"
"459","Cherie'","R","","Scurrah",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA","Cherie' Scurrah 34910928"
"460","Eliot","T","","McKinley",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA","Eliot McKinley 34910928"
"461","Alan","J","","Simmons",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA","Alan Simmons 34910928"
"462","Marisol","A","","Ramirez-Solano",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Department of Biostatistics and Center for Quantitative Sciences, Vanderbilt University Medical Center, Nashville, TN, USA","Marisol Ramirez-Solano 34910928"
"463","Xiangzhu","","","Zhu",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Vanderbilt-Ingram Cancer Center, Nashville, TN, USA","Xiangzhu Zhu 34910928"
"464","Nicholas","O","","Markham",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA","Nicholas Markham 34910928"
"465","Cody","N","","Heiser",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Program in Chemical and Physical Biology, Vanderbilt University School of Medicine, Nashville, TN, USA","Cody Heiser 34910928"
"466","Paige","N","","Vega",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA","Paige Vega 34910928"
"467","Andrea","","","Rolong",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA","Andrea Rolong 34910928"
"468","Hyeyon","","","Kim",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA","Hyeyon Kim 34910928"
"469","Quanhu","","","Sheng",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Department of Biostatistics and Center for Quantitative Sciences, Vanderbilt University Medical Center, Nashville, TN, USA","Quanhu Sheng 34910928"
"470","Julia","L","","Drewes",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Department of Medicine, Division of Infectious Diseases, Johns Hopkins University School of Medicine, Baltimore, MD, USA","Julia Drewes 34910928"
"471","Yuan","","","Zhou",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Department of Biostatistics and Center for Quantitative Sciences, Vanderbilt University Medical Center, Nashville, TN, USA","Yuan Zhou 34910928"
"472","Austin","N","","Southard-Smith",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA","Austin Southard-Smith 34910928"
"473","Yanwen","","","Xu",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA","Yanwen Xu 34910928"
"474","James","","","Ro",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA","James Ro 34910928"
"475","Angela","L","","Jones",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Vanderbilt Technologies for Advanced Genomics, Vanderbilt University Medical Center, Nashville, TN, USA","Angela Jones 34910928"
"476","Frank","","","Revetta",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Department of Pathology, Microbiology, and Immunology, Vanderbilt University Medical Center, Nashville, TN, USA","Frank Revetta 34910928"
"477","Lynne","D","","Berry",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Department of Biostatistics and Center for Quantitative Sciences, Vanderbilt University Medical Center, Nashville, TN, USA","Lynne Berry 34910928"
"478","Hiroaki","","","Niitsu",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA","Hiroaki Niitsu 34910928"
"479","Mirazul","","","Islam",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA","Mirazul Islam 34910928"
"480","Karin","","","Pelka",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Broad Institute of Massachusetts Institute of Technology and Harvard, Cambridge, MA, USA","Karin Pelka 34910928"
"481","Matan","","","Hofree",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Klarman Cell Observatory, Broad Institute of MIT and Harvard, Cambridge, MA, USA","Matan Hofree 34910928"
"482","Jonathan","H","","Chen",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Broad Institute of Massachusetts Institute of Technology and Harvard, Cambridge, MA, USA","Jonathan Chen 34910928"
"483","Siranush","","","Sarkizova",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Broad Institute of Massachusetts Institute of Technology and Harvard, Cambridge, MA, USA","Siranush Sarkizova 34910928"
"484","Kimmie","","","Ng",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA, USA","Kimmie Ng 34910928"
"485","Marios","","","Giannakis",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Broad Institute of Massachusetts Institute of Technology and Harvard, Cambridge, MA, USA","Marios Giannakis 34910928"
"486","Genevieve","M","","Boland",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Massachusetts General Hospital Cancer Center, Harvard Medical School, Boston, MA, USA","Genevieve Boland 34910928"
"487","Andrew","J","","Aguirre",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Broad Institute of Massachusetts Institute of Technology and Harvard, Cambridge, MA, USA","Andrew Aguirre 34910928"
"488","Ana","C","","Anderson",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Evergrande Center for Immunologic Diseases, Harvard Medical School and Brigham and Women's Hospital, Boston, MA, USA","Ana Anderson 34910928"
"489","Orit","","","Rozenblatt-Rosen",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Klarman Cell Observatory, Broad Institute of MIT and Harvard, Cambridge, MA, USA","Orit Rozenblatt-Rosen 34910928"
"490","Aviv","","","Regev",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Broad Institute of Massachusetts Institute of Technology and Harvard, Cambridge, MA, USA","Aviv Regev 34910928"
"491","Nir","","","Hacohen",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Broad Institute of Massachusetts Institute of Technology and Harvard, Cambridge, MA, USA","Nir Hacohen 34910928"
"492","Kenta","","","Kawasaki",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Department of Organoid Medicine, Keio University School of Medicine, Tokyo, Japan","Kenta Kawasaki 34910928"
"493","Toshiro","","","Sato",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Department of Organoid Medicine, Keio University School of Medicine, Tokyo, Japan","Toshiro Sato 34910928"
"494","Jeremy","A","","Goettel",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Department of Medicine, Division of Gastroenterology, Hepatology and Nutrition, Vanderbilt University Medical Center, Nashville, TN, USA","Jeremy Goettel 34910928"
"495","William","M","","Grady",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Clinical Research Division, Fred Hutchinson Cancer Research Center, and Gastroenterology Division, University of Washington School of Medicine, Seattle, WA, USA","William Grady 34910928"
"496","Wei","","","Zheng",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Vanderbilt-Ingram Cancer Center, Nashville, TN, USA","Wei Zheng 34910928"
"497","M","Kay","","Washington",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Department of Pathology, Microbiology, and Immunology, Vanderbilt University Medical Center, Nashville, TN, USA","M Washington 34910928"
"498","Qiuyin","","","Cai",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Vanderbilt-Ingram Cancer Center, Nashville, TN, USA","Qiuyin Cai 34910928"
"499","Cynthia","L","","Sears",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Department of Medicine, Division of Infectious Diseases, Johns Hopkins University School of Medicine, Baltimore, MD, USA","Cynthia Sears 34910928"
"500","James","R","","Goldenring",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA","James Goldenring 34910928"
"501","Jeffrey","L","","Franklin",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA","Jeffrey Franklin 34910928"
"502","Timothy","","","Su",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Department of Medicine, Division of Epidemiology, Vanderbilt Epidemiology Center, Vanderbilt University Medical Center, Nashville, TN, USA","Timothy Su 34910928"
"503","Won","Jae","","Huh",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Department of Pathology, Microbiology, and Immunology, Vanderbilt University Medical Center, Nashville, TN, USA","Won Huh 34910928"
"504","Simon","","","Vandekar",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Department of Biostatistics and Center for Quantitative Sciences, Vanderbilt University Medical Center, Nashville, TN, USA","Simon Vandekar 34910928"
"505","Joseph","T","","Roland",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA","Joseph Roland 34910928"
"506","Qi","","","Liu",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Department of Biostatistics and Center for Quantitative Sciences, Vanderbilt University Medical Center, Nashville, TN, USA","Qi Liu 34910928"
"507","Robert","J","","Coffey",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA","Robert Coffey 34910928"
"508","Martha","J","","Shrubsole",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Vanderbilt-Ingram Cancer Center, Nashville, TN, USA","Martha Shrubsole 34910928"
"509","Ken","S","","Lau",34910928,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","10.1016/j.cell.2021.11.031","Cell","Program in Chemical and Physical Biology, Vanderbilt University School of Medicine, Nashville, TN, USA","Ken Lau 34910928"
"510","Mary","","","Bushman",34910927,"Population impact of SARS-CoV-2 variants with enhanced transmissibility and/or partial immune escape.","10.1016/j.cell.2021.11.026","Cell","Center for Communicable Disease Dynamics, Department of Epidemiology, Harvard T.H. Chan School of Public Health, Boston, MA, USA. Electronic address: mbushman@hsph.harvard","Mary Bushman 34910927"
"511","Rebecca","","","Kahn",34910927,"Population impact of SARS-CoV-2 variants with enhanced transmissibility and/or partial immune escape.","10.1016/j.cell.2021.11.026","Cell","Center for Communicable Disease Dynamics, Department of Epidemiology, Harvard T.H. Chan School of Public Health, Boston, MA, USA","Rebecca Kahn 34910927"
"512","Bradford","P","","Taylor",34910927,"Population impact of SARS-CoV-2 variants with enhanced transmissibility and/or partial immune escape.","10.1016/j.cell.2021.11.026","Cell","Center for Communicable Disease Dynamics, Department of Epidemiology, Harvard T.H. Chan School of Public Health, Boston, MA, USA","Bradford Taylor 34910927"
"513","Marc","","","Lipsitch",34910927,"Population impact of SARS-CoV-2 variants with enhanced transmissibility and/or partial immune escape.","10.1016/j.cell.2021.11.026","Cell","Center for Communicable Disease Dynamics, Department of Epidemiology, Harvard T.H. Chan School of Public Health, Boston, MA, USA","Marc Lipsitch 34910927"
"514","William","P","","Hanage",34910927,"Population impact of SARS-CoV-2 variants with enhanced transmissibility and/or partial immune escape.","10.1016/j.cell.2021.11.026","Cell","Center for Communicable Disease Dynamics, Department of Epidemiology, Harvard T.H. Chan School of Public Health, Boston, MA, USA","William Hanage 34910927"
"515","Hanfei","","","Deng",34890577,"A genetically defined insula-brainstem circuit selectively controls motivational vigor.","10.1016/j.cell.2021.11.019","Cell","Cold Spring Harbor Laboratory, Cold Spring Harbor, NY 11724, USA. Electronic address: deng@cshl","Hanfei Deng 34890577"
"516","Xiong","","","Xiao",34890577,"A genetically defined insula-brainstem circuit selectively controls motivational vigor.","10.1016/j.cell.2021.11.019","Cell","Cold Spring Harbor Laboratory, Cold Spring Harbor, NY 11724, USA","Xiong Xiao 34890577"
"517","Tao","","","Yang",34890577,"A genetically defined insula-brainstem circuit selectively controls motivational vigor.","10.1016/j.cell.2021.11.019","Cell","Cold Spring Harbor Laboratory, Cold Spring Harbor, NY 11724, USA","Tao Yang 34890577"
"518","Kimberly","","","Ritola",34890577,"A genetically defined insula-brainstem circuit selectively controls motivational vigor.","10.1016/j.cell.2021.11.019","Cell","HHMI Janelia Research Campus, Ashburn, VA 20147, USA","Kimberly Ritola 34890577"
"519","Adam","","","Hantman",34890577,"A genetically defined insula-brainstem circuit selectively controls motivational vigor.","10.1016/j.cell.2021.11.019","Cell","HHMI Janelia Research Campus, Ashburn, VA 20147, USA","Adam Hantman 34890577"
"520","Yulong","","","Li",34890577,"A genetically defined insula-brainstem circuit selectively controls motivational vigor.","10.1016/j.cell.2021.11.019","Cell","State Key Laboratory of Membrane Biology, Peking University School of Life Sciences, Beijing 100871, China","Yulong Li 34890577"
"521","Z","Josh","","Huang",34890577,"A genetically defined insula-brainstem circuit selectively controls motivational vigor.","10.1016/j.cell.2021.11.019","Cell","Department of Neurobiology, Duke University School of Medicine, Durham, NC 27710, USA","Z Huang 34890577"
"522","Bo","","","Li",34890577,"A genetically defined insula-brainstem circuit selectively controls motivational vigor.","10.1016/j.cell.2021.11.019","Cell","Cold Spring Harbor Laboratory, Cold Spring Harbor, NY 11724, USA. Electronic address: bli@cshl","Bo Li 34890577"
"523","Yolanda","","","Markaki",34890555,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","10.1016/j.cell.2021.11.028","Cell","","Yolanda Markaki 34890555"
"524","Johnny","Gan","","Chong",34890555,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","10.1016/j.cell.2021.11.028","Cell","","Johnny Chong 34890555"
"525","Yuying","","","Wang",34890555,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","10.1016/j.cell.2021.11.028","Cell","","Yuying Wang 34890555"
"526","Elsie","C","","Jacobson",34890555,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","10.1016/j.cell.2021.11.028","Cell","","Elsie Jacobson 34890555"
"527","Christy","","","Luong",34890555,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","10.1016/j.cell.2021.11.028","Cell","","Christy Luong 34890555"
"528","Shawn","Y","X","Tan",34890555,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","10.1016/j.cell.2021.11.028","Cell","","Shawn Tan 34890555"
"529","Joanna","W","","Jachowicz",34890555,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","10.1016/j.cell.2021.11.028","Cell","","Joanna Jachowicz 34890555"
"530","Mackenzie","","","Strehle",34890555,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","10.1016/j.cell.2021.11.028","Cell","","Mackenzie Strehle 34890555"
"531","Davide","","","Maestrini",34890555,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","10.1016/j.cell.2021.11.028","Cell","","Davide Maestrini 34890555"
"532","Abhik","K","","Banerjee",34890555,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","10.1016/j.cell.2021.11.028","Cell","","Abhik Banerjee 34890555"
"533","Bhaven","A","","Mistry",34890555,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","10.1016/j.cell.2021.11.028","Cell","","Bhaven Mistry 34890555"
"534","Iris","","","Dror",34890555,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","10.1016/j.cell.2021.11.028","Cell","","Iris Dror 34890555"
"535","Francois","","","Dossin",34890555,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","10.1016/j.cell.2021.11.028","Cell","","Francois Dossin 34890555"
"536","Johannes","","","Schӧneberg",34890555,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","10.1016/j.cell.2021.11.028","Cell","","Johannes Schӧneberg 34890555"
"537","Edith","","","Heard",34890555,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","10.1016/j.cell.2021.11.028","Cell","","Edith Heard 34890555"
"538","Mitchell","","","Guttman",34890555,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","10.1016/j.cell.2021.11.028","Cell","","Mitchell Guttman 34890555"
"539","Tom","","","Chou",34890555,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","10.1016/j.cell.2021.11.028","Cell","","Tom Chou 34890555"
"540","Kathrin","","","Plath",34890555,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","10.1016/j.cell.2021.11.028","Cell","","Kathrin Plath 34890555"
"541","Tamar","","","Koren",34890554,"Insular cortex neurons encode and retrieve specific immune responses.","10.1016/j.cell.2021.11.021","Cell","","Tamar Koren 34890554"
"542","Re'ee","","","Yifa",34890554,"Insular cortex neurons encode and retrieve specific immune responses.","10.1016/j.cell.2021.11.021","Cell","","Re'ee Yifa 34890554"
"543","Mariam","","","Amer",34890554,"Insular cortex neurons encode and retrieve specific immune responses.","10.1016/j.cell.2021.11.021","Cell","","Mariam Amer 34890554"
"544","Maria","","","Krot",34890554,"Insular cortex neurons encode and retrieve specific immune responses.","10.1016/j.cell.2021.11.021","Cell","","Maria Krot 34890554"
"545","Nadia","","","Boshnak",34890554,"Insular cortex neurons encode and retrieve specific immune responses.","10.1016/j.cell.2021.11.021","Cell","","Nadia Boshnak 34890554"
"546","Tamar","L","","Ben-Shaanan",34890554,"Insular cortex neurons encode and retrieve specific immune responses.","10.1016/j.cell.2021.11.021","Cell","","Tamar Ben-Shaanan 34890554"
"547","Hilla","","","Azulay-Debby",34890554,"Insular cortex neurons encode and retrieve specific immune responses.","10.1016/j.cell.2021.11.021","Cell","","Hilla Azulay-Debby 34890554"
"548","Itay","","","Zalayat",34890554,"Insular cortex neurons encode and retrieve specific immune responses.","10.1016/j.cell.2021.11.021","Cell","","Itay Zalayat 34890554"
"549","Eden","","","Avishai",34890554,"Insular cortex neurons encode and retrieve specific immune responses.","10.1016/j.cell.2021.11.021","Cell","","Eden Avishai 34890554"
"550","Haitham","","","Hajjo",34890554,"Insular cortex neurons encode and retrieve specific immune responses.","10.1016/j.cell.2021.11.021","Cell","","Haitham Hajjo 34890554"
"551","Maya","","","Schiller",34890554,"Insular cortex neurons encode and retrieve specific immune responses.","10.1016/j.cell.2021.11.021","Cell","","Maya Schiller 34890554"
"552","Hedva","","","Haykin",34890554,"Insular cortex neurons encode and retrieve specific immune responses.","10.1016/j.cell.2021.11.021","Cell","","Hedva Haykin 34890554"
"553","Ben","","","Korin",34890554,"Insular cortex neurons encode and retrieve specific immune responses.","10.1016/j.cell.2021.11.021","Cell","","Ben Korin 34890554"
"554","Dorit","","","Farfara",34890554,"Insular cortex neurons encode and retrieve specific immune responses.","10.1016/j.cell.2021.11.021","Cell","","Dorit Farfara 34890554"
"555","Fahed","","","Hakim",34890554,"Insular cortex neurons encode and retrieve specific immune responses.","10.1016/j.cell.2021.11.021","Cell","","Fahed Hakim 34890554"
"556","Oren","","","Kobiler",34890554,"Insular cortex neurons encode and retrieve specific immune responses.","10.1016/j.cell.2021.11.021","Cell","","Oren Kobiler 34890554"
"557","Kobi","","","Rosenblum",34890554,"Insular cortex neurons encode and retrieve specific immune responses.","10.1016/j.cell.2021.11.021","Cell","","Kobi Rosenblum 34890554"
"558","Asya","","","Rolls",34890554,"Insular cortex neurons encode and retrieve specific immune responses.","10.1016/j.cell.2021.11.021","Cell","","Asya Rolls 34890554"
"559","Tamta","","","Arakhamia",34890553,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","10.1016/j.cell.2021.11.029","Cell","","Tamta Arakhamia 34890553"
"560","Christina","E","","Lee",34890553,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","10.1016/j.cell.2021.11.029","Cell","","Christina Lee 34890553"
"561","Yari","","","Carlomagno",34890553,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","10.1016/j.cell.2021.11.029","Cell","","Yari Carlomagno 34890553"
"562","Mukesh","","","Kumar",34890553,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","10.1016/j.cell.2021.11.029","Cell","","Mukesh Kumar 34890553"
"563","Duc","M","","Duong",34890553,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","10.1016/j.cell.2021.11.029","Cell","","Duc Duong 34890553"
"564","Hendrik","","","Wesseling",34890553,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","10.1016/j.cell.2021.11.029","Cell","","Hendrik Wesseling 34890553"
"565","Sean","R","","Kundinger",34890553,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","10.1016/j.cell.2021.11.029","Cell","","Sean Kundinger 34890553"
"566","Kevin","","","Wang",34890553,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","10.1016/j.cell.2021.11.029","Cell","","Kevin Wang 34890553"
"567","Dewight","","","Williams",34890553,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","10.1016/j.cell.2021.11.029","Cell","","Dewight Williams 34890553"
"568","Michael","","","DeTure",34890553,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","10.1016/j.cell.2021.11.029","Cell","","Michael DeTure 34890553"
"569","Dennis","W","","Dickson",34890553,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","10.1016/j.cell.2021.11.029","Cell","","Dennis Dickson 34890553"
"570","Casey","N","","Cook",34890553,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","10.1016/j.cell.2021.11.029","Cell","","Casey Cook 34890553"
"571","Nicholas","T","","Seyfried",34890553,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","10.1016/j.cell.2021.11.029","Cell","","Nicholas Seyfried 34890553"
"572","Leonard","","","Petrucelli",34890553,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","10.1016/j.cell.2021.11.029","Cell","","Leonard Petrucelli 34890553"
"573","Judith","A","","Steen",34890553,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","10.1016/j.cell.2021.11.029","Cell","","Judith Steen 34890553"
"574","Anthony","W","P","Fitzpatrick",34890553,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","10.1016/j.cell.2021.11.029","Cell","","Anthony Fitzpatrick 34890553"
"575","Adrian","","","Brückner",34890552,"Evolutionary assembly of cooperating cell types in an animal chemical defense system.","10.1016/j.cell.2021.11.014","Cell","Division of Biology and Biological Engineering, California Institute of Technology, Pasadena, CA 91125, USA","Adrian Brückner 34890552"
"576","Jean","M","","Badroos",34890552,"Evolutionary assembly of cooperating cell types in an animal chemical defense system.","10.1016/j.cell.2021.11.014","Cell","Division of Chemistry and Chemical Engineering, California Institute of Technology, Pasadena, CA 91125, USA","Jean Badroos 34890552"
